year_month,country,county,uid,uid_code,uidear,county_code,adolescent_10_24_receiving_fp_new,adolescent_10_24_receiving_fp_revisits,adults_25+_receiving_fp_services_new,adults_25+_receiving_fp_services_revisits,condoms_new,condoms_revisits,pills_new,pills_revisits,injectable_new,injectable_revisits,implants_new,implants_revisits,iucd_new,iucd_revisits,surgical_new,surgical_revisits,condoms,pills,injectables,implants,iucd,surgical,total_fp,total_cyp,periodid,periodname,combined_oral_contraceptive_pills_beginning_balance,combined_oral_contraceptive_pills_ending_balanc,combined_oral_contraceptive_pills_issued/dispensed,combined_oral_contraceptive_pills_losses,combined_oral_contraceptive_pills_negative_adjustment_(issued_to_other_hf),combined_oral_contraceptive_pills_positive_adjustment_(receipt_from_other_hf),combined_oral_contraceptive_pills_quantity_needed/requested,combined_oral_contraceptive_pills_stock_received,emergency_pill_beginning_balance,emergency_pill_ending_balanc,emergency_pill_issued/dispensed,emergency_pill_losses,emergency_pill_negative_adjustment_(issued_to_other_hf),emergency_pill_positive_adjustment_(receipt_from_other_hf),emergency_pill_quantity_needed/requested,emergency_pill_stock_received,female_condom__beginning_balance,female_condom__ending_balanc,female_condom__issued/dispensed,female_condom__losses,female_condom__negative_adjustment_(issued_to_other_hf),female_condom__positive_adjustment_(receipt_from_other_hf),female_condom__quantity_needed/requested,female_condom__stock_received,iucd_copper_t_beginning_balance,iucd_copper_t_ending_balanc,iucd_copper_t_issued/dispensed,iucd_copper_t_losses,iucd_copper_t_negative_adjustment_(issued_to_other_hf),iucd_copper_t_positive_adjustment_(receipt_from_other_hf),iucd_copper_t_quantity_needed/requested,iucd_copper_t_stock_received,implants_(1_rod)_beginning_balance,implants_(1_rod)_ending_balanc,implants_(1_rod)_issued/dispensed,implants_(1_rod)_losses,implants_(1_rod)_negative_adjustment_(issued_to_other_hf),implants_(1_rod)_positive_adjustment_(receipt_from_other_hf),implants_(1_rod)_quantity_needed/requested,implants_(1_rod)_stock_received,injectables_beginning_balance,injectables_ending_balanc,injectables_issued/dispensed,injectables_losses,injectables_negative_adjustment_(issued_to_other_hf),injectables_positive_adjustment_(receipt_from_other_hf),injectables_quantity_needed/requested,injectables_stock_received,male_condom__beginning_balance,male_condom__ending_balanc,male_condom__issued/dispensed,male_condom__losses,male_condom__negative_adjustment_(issued_to_other_hf),male_condom__positive_adjustment_(receipt_from_other_hf),male_condom__quantity_needed/requested,male_condom__stock_received,progestin_only_pills_beginning_balance,progestin_only_pills_ending_balanc,progestin_only_pills_issued/dispensed,progestin_only_pills_losses,progestin_only_pills_negative_adjustment_(issued_to_other_hf),progestin_only_pills_positive_adjustment_(receipt_from_other_hf),progestin_only_pills_quantity_needed/requested,progestin_only_pills_stock_received,eligible_fp,"core_health_workforce_per_10,000population",Demand_Satisfied_by_Modern_Methods (%),"mCPR (Married Women, %)","Teenage Pregnancy Rate (15-19, %)","Total Unmet Need (Married Women, %)"
202407,Kenya,Bomet,HMNARUV2CW4,202407_HMNARUV2CW4,2024_HMNARUV2CW4,KE_County_36,951,1645,1777,2159,73,109,240,200,1271,4335,828,541,34,9,7,0,182,440,5606,1369,43,7,7647,6388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283009.0,,,,,
202407,Kenya,Mombasa,wsBsC6gjHvn,202407_wsBsC6gjHvn,2024_wsBsC6gjHvn,KE_County_1,2876,4031,1829,8278,929,1154,2032,2682,1731,6468,1732,974,252,74,6,0,2083,4714,8199,2706,326,6,18034,13353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417828.0,,,,,
202407,Kenya,Kakamega,BjC1xL40gHo,202407_BjC1xL40gHo,2024_BjC1xL40gHo,KE_County_37,2757,5733,1945,12575,358,589,974,1481,1848,12313,2950,1970,265,55,4,0,947,2455,14161,4920,320,4,22807,21990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624346.0,,,,,
202407,Kenya,Migori,fVra3Pwta0Q,202407_fVra3Pwta0Q,2024_fVra3Pwta0Q,KE_County_44,8139,5954,1489,6263,566,476,908,543,2516,6093,6915,2764,418,67,33,0,1042,1451,8609,9679,485,33,21299,37000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372197.0,,,,,
202407,Kenya,West Pokot,XWALbfAPa6n,202407_XWALbfAPa6n,2024_XWALbfAPa6n,KE_County_24,539,628,393,1053,83,19,142,82,453,1020,537,208,27,5,7,0,102,224,1473,745,32,7,2583,2820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188762.0,,,,,
202407,Kenya,Garissa,uyOrcHZBpW0,202407_uyOrcHZBpW0,2024_uyOrcHZBpW0,KE_County_7,361,234,665,409,139,42,390,295,394,757,141,39,12,0,0,0,181,685,1151,180,12,0,2209,895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322080.0,,,,,
202407,Kenya,Machakos,yhCUgGcCcOo,202407_yhCUgGcCcOo,2024_yhCUgGcCcOo,KE_County_16,1452,3617,3203,7787,834,4681,1660,2067,1603,10844,1052,742,107,28,0,0,5515,3727,12447,1794,135,0,23618,9825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472335.0,,,,,
202407,Kenya,Laikipia,xuFdFy6t9AH,202407_xuFdFy6t9AH,2024_xuFdFy6t9AH,KE_County_31,574,999,711,3163,107,75,471,860,551,2425,655,312,57,25,1,0,182,1331,2976,967,82,1,5539,4172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163736.0,,,,,
202407,Kenya,Turkana,kphDeKClFch,202407_kphDeKClFch,2024_kphDeKClFch,KE_County_23,648,1196,583,933,937,639,386,487,555,1165,472,247,23,22,0,0,1576,873,1720,719,45,0,4933,3030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288520.0,,,,,
202407,Kenya,Nandi,t0J75eHKxz5,202407_t0J75eHKxz5,2024_t0J75eHKxz5,KE_County_29,940,1729,1006,4412,501,284,1117,719,1457,5385,623,392,39,19,17,0,785,1836,6842,1015,58,17,10553,5436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295087.0,,,,,
202407,Kenya,Taita Taveta,QyGNX2DpR4h,202407_QyGNX2DpR4h,2024_QyGNX2DpR4h,KE_County_6,438,1036,271,3241,122,80,219,336,424,3354,193,119,45,19,1,0,202,555,3778,312,64,1,4912,2442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106166.0,,,,,
202407,Kenya,Kisii,sPkRcDvhGWA,202407_sPkRcDvhGWA,2024_sPkRcDvhGWA,KE_County_45,3699,4028,1286,4600,700,999,1091,1555,2474,5851,2266,813,179,43,13,0,1699,2646,8325,3079,222,13,15984,13186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412061.0,,,,,
202407,Kenya,Kirinyaga,Ulj33KBau7V,202407_Ulj33KBau7V,2024_Ulj33KBau7V,KE_County_20,647,1791,723,6482,112,202,605,3022,417,4792,461,336,146,64,1,0,314,3627,5209,797,210,1,10158,4990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199442.0,,,,,
202407,Kenya,Nairobi,jkG3zaihdSs,202407_jkG3zaihdSs,2024_jkG3zaihdSs,KE_County_47,11200,11486,5940,19382,2021,2881,8075,8461,5548,15303,5319,1735,1095,402,61,0,4902,16536,20851,7054,1497,61,50901,36747,202407,July 2024,253,243,10,0,0,0,0,0,94,92,2,0,0,0,0,0,0,0,0,0,0,0,0,0,61,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,371,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,25,5,0,0,0,0,0,1716872.0,,,,,
202407,Kenya,Meru,Y52XNJ50hYb,202407_Y52XNJ50hYb,2024_Y52XNJ50hYb,KE_County_12,1320,1784,1826,4044,2174,1055,1004,784,1897,5080,1061,759,122,39,6,0,3229,1788,6977,1820,161,6,13981,8415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509964.0,,,,,
202407,Kenya,Makueni,BoDytkJQ4Qi,202407_BoDytkJQ4Qi,2024_BoDytkJQ4Qi,KE_County_17,1020,2471,958,9227,232,253,999,1192,691,9094,1468,750,76,36,20,0,485,2191,9785,2218,112,20,14811,10708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286473.0,,,,,
202407,Kenya,Lamu,NjWSbQTwys4,202407_NjWSbQTwys4,2024_NjWSbQTwys4,KE_County_5,234,198,225,663,55,32,200,271,306,784,130,38,9,2,0,0,87,471,1090,168,11,0,1827,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43664.0,,,,,
202407,Kenya,Siaya,u4t9H8XyU9P,202407_u4t9H8XyU9P,2024_u4t9H8XyU9P,KE_County_41,1649,2607,1162,5159,861,838,584,635,1414,5038,1538,749,96,6,31,0,1699,1219,6452,2287,102,31,11790,9966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289269.0,,,,,
202407,Kenya,Samburu,o36zCRjSd4G,202407_o36zCRjSd4G,2024_o36zCRjSd4G,KE_County_25,269,625,202,1064,241,53,149,209,354,1428,240,122,6,2,6,0,294,358,1782,362,8,6,2810,1636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91143.0,,,,,
202407,Kenya,Tharaka Nithi,T4urHM47nlm,202407_T4urHM47nlm,2024_T4urHM47nlm,KE_County_13,387,1028,599,3344,106,70,320,561,523,3316,359,163,32,10,2,0,176,881,3839,522,42,2,5462,2826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127469.0,,,,,
202407,Kenya,Trans Nzoia,mThvosEflAU,202407_mThvosEflAU,2024_mThvosEflAU,KE_County_26,1325,2840,1300,5700,1317,1603,495,784,1266,6132,1187,824,122,67,1,0,2920,1279,7398,2011,189,1,13798,9712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313499.0,,,,,
202407,Kenya,Embu,PFu8alU2KWG,202407_PFu8alU2KWG,2024_PFu8alU2KWG,KE_County_14,308,1411,428,4715,42,83,409,1383,654,3882,387,278,49,40,2,0,125,1792,4536,665,89,2,7209,3936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196151.0,,,,,
202407,Kenya,Nyeri,ptWVfaCIdVx,202407_ptWVfaCIdVx,2024_ptWVfaCIdVx,KE_County_19,599,920,1112,4804,216,183,848,1928,559,2953,478,308,146,79,7,0,399,2776,3512,786,225,7,7705,4691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234884.0,,,,,
202407,Kenya,Muranga,ahwTMNAJvrL,202407_ahwTMNAJvrL,2024_ahwTMNAJvrL,KE_County_21,785,1428,1161,4708,268,112,1167,2278,738,3170,654,377,115,54,12,0,380,3445,3908,1031,169,12,8945,5274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308647.0,,,,,
202407,Kenya,Vihiga,sANMZ3lpqGs,202407_sANMZ3lpqGs,2024_sANMZ3lpqGs,KE_County_38,1147,1089,548,2997,466,200,300,336,577,2512,875,654,73,18,7,0,666,636,3089,1529,91,7,6018,6171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192913.0,,,,,
202407,Kenya,Marsabit,Eey8fT4Im3y,202407_Eey8fT4Im3y,2024_Eey8fT4Im3y,KE_County_10,158,173,229,438,25,0,88,71,304,663,126,27,3,2,0,0,25,159,967,153,5,0,1309,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139373.0,,,,,
202407,Kenya,Kilifi,nrI2khZx3d0,202407_nrI2khZx3d0,2024_nrI2khZx3d0,KE_County_3,2656,4454,1378,9025,1398,209,822,1744,2193,8817,2029,985,137,27,8,0,1607,2566,11010,3014,164,8,18369,13149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462948.0,,,,,
202407,Kenya,Wajir,CeLsrJOH0g9,202407_CeLsrJOH0g9,2024_CeLsrJOH0g9,KE_County_8,107,68,179,155,669,27,227,25,162,111,99,24,3,0,0,0,696,252,273,123,3,0,1347,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222895.0,,,,,
202407,Kenya,Nyandarua,mYZacFNIB3h,202407_mYZacFNIB3h,2024_mYZacFNIB3h,KE_County_18,564,960,924,3176,247,755,775,852,516,2566,521,175,199,57,0,0,1002,1627,3082,696,256,0,6663,4363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204949.0,,,,,
202407,Kenya,Nyamira,uepLTG8wGWJ,202407_uepLTG8wGWJ,2024_uepLTG8wGWJ,KE_County_46,1952,3335,1182,5676,284,598,835,1150,1525,6779,1377,510,105,5,6,0,882,1985,8304,1887,110,6,13174,8531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180012.0,,,,,
202407,Kenya,Isiolo,bzOfj0iwfDH,202407_bzOfj0iwfDH,2024_bzOfj0iwfDH,KE_County_11,86,301,109,789,52,4,39,45,187,676,174,92,5,2,0,0,56,84,863,266,7,0,1276,1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80765.0,,,,,
202407,Kenya,Kwale,N7YETT3A9r1,202407_N7YETT3A9r1,2024_N7YETT3A9r1,KE_County_2,1208,2913,1356,6761,388,252,543,586,1698,8358,828,389,58,7,5,0,640,1129,10056,1217,65,5,13112,6878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248890.26,,,,,
202407,Kenya,Bungoma,KGHhQ5GLd4k,202407_KGHhQ5GLd4k,2024_KGHhQ5GLd4k,KE_County_39,2729,4522,1576,7945,604,640,1202,1303,2144,8603,2061,1111,90,17,23,0,1244,2505,10747,3172,107,23,17798,14079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543915.0,,,,,
202407,Kenya,Elgeyo Marakwet,MqnLxQBigG0,202407_MqnLxQBigG0,2024_MqnLxQBigG0,KE_County_28,357,917,355,2568,357,66,67,70,656,2741,318,207,27,11,9,0,423,137,3397,525,38,9,4529,3114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146609.0,,,,,
202407,Kenya,Kisumu,tAbBVBbueqD,202407_tAbBVBbueqD,2024_tAbBVBbueqD,KE_County_42,5524,6010,2008,3830,2918,12106,1951,3038,2144,6210,3480,1240,318,32,22,0,15024,4989,8354,4720,350,22,33459,19687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389055.0,,,,,
202407,Kenya,Kajiado,Hsk1YV8kHkT,202407_Hsk1YV8kHkT,2024_Hsk1YV8kHkT,KE_County_34,1573,2230,2249,5286,550,715,1112,1045,1747,4465,1395,511,191,53,6,0,1265,2157,6212,1906,244,6,11790,9441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388460.0,,,,,
202407,Kenya,Kitui,j8o6iO4Njsi,202407_j8o6iO4Njsi,2024_j8o6iO4Njsi,KE_County_15,1110,2146,909,7142,95,300,469,809,1159,8337,1276,882,49,6,4,0,395,1278,9496,2158,55,4,13386,9462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382970.0,,,,,
202407,Kenya,Baringo,vvOK1BxTbet,202407_vvOK1BxTbet,2024_vvOK1BxTbet,KE_County_30,579,789,635,2112,466,352,448,303,553,2332,423,274,16,6,1,0,818,751,2885,697,22,1,5174,2903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209548.0,,,,,
202407,Kenya,Uasin Gishu,pZqQRRW7PHP,202407_pZqQRRW7PHP,2024_pZqQRRW7PHP,KE_County_27,1187,2247,1683,6412,305,549,852,724,1219,6486,1045,738,174,27,0,0,854,1576,7705,1783,201,0,12119,9028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410872.0,,,,,
202407,Kenya,Homa Bay,nK0A12Q7MvS,202407_nK0A12Q7MvS,2024_nK0A12Q7MvS,KE_County_43,5895,5471,2175,5056,470,303,1027,1250,3040,7567,4135,885,461,48,33,0,773,2277,10607,5020,509,33,19219,21381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371013.0,,,,,
202407,Kenya,Narok,kqJ83J2D72s,202407_kqJ83J2D72s,2024_kqJ83J2D72s,KE_County_33,1680,2641,1127,4222,153,194,372,445,1471,5131,1471,656,58,83,1,0,347,817,6602,2127,141,1,10035,9497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360420.0,,,,,
202407,Kenya,Kiambu,qKzosKQPl6G,202407_qKzosKQPl6G,2024_qKzosKQPl6G,KE_County_22,2960,3806,4755,9129,2331,812,3947,5494,2771,6318,1607,969,529,212,11,0,3143,9441,9089,2576,741,11,25001,14831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,898059.0,,,,,
202407,Kenya,Tana River,JsH2bnvNt2d,202407_JsH2bnvNt2d,2024_JsH2bnvNt2d,KE_County_4,240,391,252,591,22,30,176,175,250,692,219,93,14,3,1,0,52,351,942,312,17,1,1675,1298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102761.0,,,,,
202407,Kenya,Mandera,R6f9znhg37c,202407_R6f9znhg37c,2024_R6f9znhg37c,KE_County_9,67,44,136,68,137,41,180,111,169,115,143,19,2,0,0,0,178,291,284,162,2,0,917,567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266298.0,,,,,
202407,Kenya,Busia,Tvf1zgVZ0K4,202407_Tvf1zgVZ0K4,2024_Tvf1zgVZ0K4,KE_County_40,3385,2066,660,3593,76,104,421,559,1171,2959,2998,1162,366,92,17,0,180,980,4130,4160,458,17,9925,17265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301050.0,,,,,
202407,Kenya,Kericho,ihZsJ8alvtb,202407_ihZsJ8alvtb,2024_ihZsJ8alvtb,KE_County_35,1260,1568,1916,1742,252,100,625,517,1411,2999,853,709,72,19,26,0,352,1142,4410,1562,91,26,7583,7093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306614.0,,,,,
202406,Kenya,Uasin Gishu,pZqQRRW7PHP,202406_pZqQRRW7PHP,2024_pZqQRRW7PHP,KE_County_27,986,2007,1534,5881,382,430,971,869,1207,6040,779,609,143,48,0,0,812,1840,7247,1388,191,0,11478,7183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410872.0,,,,,
