periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Combined oral contraceptive Pills Beginning Balance,Combined oral contraceptive Pills Ending Balanc,Combined oral contraceptive Pills Issued/Dispensed,Combined oral contraceptive Pills Losses,Combined oral contraceptive Pills Negative Adjustment (Issued to Other HF),Combined oral contraceptive Pills Positive Adjustment (Receipt from other HF),Combined oral contraceptive Pills Quantity Needed/Requested,Combined oral contraceptive Pills Stock Received,Emergency Pill Beginning Balance,Emergency Pill Ending Balanc,Emergency Pill Issued/Dispensed,Emergency Pill Losses,Emergency Pill Negative Adjustment (Issued to Other HF),Emergency Pill Positive Adjustment (Receipt from other HF),Emergency Pill Quantity Needed/Requested,Emergency Pill Stock Received,Female Condom  Beginning Balance,Female Condom  Ending Balanc,Female Condom  Issued/Dispensed,Female Condom  Losses,Female Condom  Negative Adjustment (Issued to Other HF),Female Condom  Positive Adjustment (Receipt from other HF),Female Condom  Quantity Needed/Requested,Female Condom  Stock Received,IUCD Copper T Beginning Balance,IUCD Copper T Ending Balanc,IUCD Copper T Issued/Dispensed,IUCD Copper T Losses,IUCD Copper T Negative Adjustment (Issued to Other HF),IUCD Copper T Positive Adjustment (Receipt from other HF),IUCD Copper T Quantity Needed/Requested,IUCD Copper T Stock Received,Implants (1-Rod) Beginning Balance,Implants (1-Rod) Ending Balanc,Implants (1-Rod) Issued/Dispensed,Implants (1-Rod) Losses,Implants (1-Rod) Negative Adjustment (Issued to Other HF),Implants (1-Rod) Positive Adjustment (Receipt from other HF),Implants (1-Rod) Quantity Needed/Requested,Implants (1-Rod) Stock Received,Injectables Beginning Balance,Injectables Ending Balanc,Injectables Issued/Dispensed,Injectables Losses,Injectables Negative Adjustment (Issued to Other HF),Injectables Positive Adjustment (Receipt from other HF),Injectables Quantity Needed/Requested,Injectables Stock Received,Male Condom  Beginning Balance,Male Condom  Ending Balanc,Male Condom  Issued/Dispensed,Male Condom  Losses,Male Condom  Negative Adjustment (Issued to Other HF),Male Condom  Positive Adjustment (Receipt from other HF),Male Condom  Quantity Needed/Requested,Male Condom  Stock Received,Progestin only Pills Beginning Balance,Progestin only Pills Ending Balanc,Progestin only Pills Issued/Dispensed,Progestin only Pills Losses,Progestin only Pills Negative Adjustment (Issued to Other HF),Progestin only Pills Positive Adjustment (Receipt from other HF),Progestin only Pills Quantity Needed/Requested,Progestin only Pills Stock Received
202005,May 2020,202005,,Kenya,Homa Bay County,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1045.0,928.0,117.0,,,,,,5.0,4.0,1.0,,,,,,1016.0,1006.0,10.0,,,,,,662.0,662.0,,,,,,,,,,,,,,,8734.0,13825.0,1839.0,,,,,,276192.0,215856.0,60336.0,,,,,,74.0,72.0,2.0,,,,,
202005,May 2020,202005,,Kenya,Garissa County,uyOrcHZBpW0,Garissa County,KE_County_7,,,357.0,3.0,,,,,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800.0,,,,,,,,72.0,,,,,,,,180.0
202005,May 2020,202005,,Kenya,Laikipia County,xuFdFy6t9AH,Laikipia County,KE_County_31,,,,,,,,,,,,,,,,,,1000.0,1000.0,,,,,,,150.0,150.0,,,,,,,400.0,290.0,110.0,,,,,,350.0,650.0,,,,,,300.0,7200.0,21600.0,,,,,,14400.0,,,,,,,,
202005,May 2020,202005,,Kenya,Elgeyo Marakwet County,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,19792.0,19792.0,,,,,,,1769.0,1769.0,,,,,,,4330.0,4290.0,40.0,,,,,,1373.0,1373.0,,,,,,,,,,,,,,,1250.0,1250.0,,,,,,,,,,,,,,,16060.0,16060.0,,,,,,
202005,May 2020,202005,,Kenya,Embu County,PFu8alU2KWG,Embu County,KE_County_14,,5960.0,3870.0,783.0,,,,,,,,,,,,,,394.0,280.0,20.0,,,,,,576.0,36.0,5.0,,,,,,,,,,,,,,5481.0,4325.0,1125.0,,,,,,41616.0,38592.0,3024.0,,,,,,2274.0,2100.0,96.0,,,,,
202105,May 2021,202105,,Kenya,Samburu County,o36zCRjSd4G,Samburu County,KE_County_25,,390.0,231.0,159.0,,,,600.0,,,,,,,,,,735.0,735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21888.0,21888.0,,,,,,,126.0,66.0,60.0,,,,300.0,
202105,May 2021,202105,,Kenya,Wajir County,CeLsrJOH0g9,Wajir County,KE_County_8,,,,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,,,,,,,,,91.0,,,,91.0,,
202105,May 2021,202105,,Kenya,Vihiga County,sANMZ3lpqGs,Vihiga County,KE_County_38,,,,,,,,,,,,,,,,500.0,,,,,,,,,,,,,,,,,,,,,,,,6000.0,,,,,,,,,,,,,,,,,,,,,,,,,
202105,May 2021,202105,,Kenya,Makueni County,BoDytkJQ4Qi,Makueni County,KE_County_17,,298.0,185.0,195.0,,,84.0,7800.0,,1.0,1.0,,,,,105.0,,1400.0,1400.0,,,,,,,,,,,,,,,,,,,,,2000.0,,,,,,,,,,86.0,86.0,,,,,7184.0,,671.0,516.0,215.0,,,60.0,300.0,
202105,May 2021,202105,,Kenya,Tharaka Nithi County,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,2881.0,2391.0,490.0,,,,,,191.0,170.0,21.0,,,,,,802.0,742.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74024.0,68544.0,5480.0,,,,,,99.0,99.0,,,,,,
202105,May 2021,202105,,Kenya,Lamu County,NjWSbQTwys4,Lamu County,KE_County_5,,1536.0,1680.0,,,,144.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10368.0,15408.0,5328.0,,,10368.0,,,,,,,,,,
202105,May 2021,202105,,Kenya,Homa Bay County,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1514.0,1400.0,114.0,,,,,,,,,,,,,,2000.0,1800.0,200.0,,,,,,,,,,,,,,500.0,492.0,8.0,,,,,,,,,,,,,,105280.0,80496.0,24784.0,,,,,,,,,,,,,
202105,May 2021,202105,,Kenya,Kajiado County,Hsk1YV8kHkT,Kajiado County,KE_County_34,,28590.0,27169.0,1871.0,,,,4000.0,,,,,,,,1200.0,,1942.0,1942.0,,,,,,,,,,,,,,,,,,,,,1440.0,,,,,,,,,,162576.0,149184.0,13392.0,,,,727200.0,,4314.0,3441.0,873.0,,,,4900.0,
202105,May 2021,202105,,Kenya,Kirinyaga County,Ulj33KBau7V,Kirinyaga County,KE_County_20,,1920.0,1560.0,360.0,,,,,,60.0,60.0,,,,,,,405.0,405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4464.0,3888.0,576.0,,,,,,390.0,360.0,30.0,,,,,
202105,May 2021,202105,,Kenya,Busia County,Tvf1zgVZ0K4,Busia County,KE_County_40,,5690.0,4970.0,400.0,,320.0,,3000.0,,2.0,,,,,,1000.0,,9998.0,9998.0,,,,,500.0,,,,,,,,500.0,,144.0,72.0,72.0,,,,3000.0,,225.0,75.0,125.0,25.0,,,2500.0,,61056.0,60480.0,22176.0,,,7200.0,14400.0,14400.0,3514.0,3424.0,90.0,,,,,
202105,May 2021,202105,,Kenya,Nairobi County,jkG3zaihdSs,Nairobi County,KE_County_47,,13405.0,6175.0,4402.0,,,,14400.0,9.0,12.0,12.0,,,,,2000.0,,1620.0,304.0,10.0,,,,1000.0,,,,,,,,,,11.0,10.0,1.0,,,,18000.0,,,,,,,,,,198812.0,13824.0,7828.0,,,,21000.0,,935.0,9.0,932.0,,,,1000.0,6.0
202105,May 2021,202105,,Kenya,Mombasa County,wsBsC6gjHvn,Mombasa County,KE_County_1,,9454.0,8827.0,1138.0,,,,4600.0,,,40.0,1.0,,,36.0,,,3273.0,3123.0,150.0,,,,500.0,,,,,,,,,,,101.0,,,,100.0,10000.0,,,,,,,,,,83963.0,76711.0,7200.0,,,,36000.0,,3938.0,3541.0,78.0,,,,2100.0,
202105,May 2021,202105,,Kenya,Baringo County,vvOK1BxTbet,Baringo County,KE_County_30,,,5400.0,600.0,,,,,6000.0,,,,,,,,,7066.0,7066.0,,,,,,,,,,,,,,,24.0,24.0,,,,,,,,,,,,,,,43200.0,43200.0,,,,,,,9.0,9.0,,,,,,
202105,May 2021,202105,,Kenya,Meru County,Y52XNJ50hYb,Meru County,KE_County_12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5184.0,3024.0,1260.0,,,,,,,,,,,,,
202105,May 2021,202105,,Kenya,Trans Nzoia County,mThvosEflAU,Trans Nzoia County,KE_County_26,,14554.0,13090.0,1470.0,,,6.0,,,,,,,,,,,2550.0,2460.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355353.0,305353.0,49632.0,,,,,,1715.0,1550.0,165.0,,,,,
202105,May 2021,202105,,Kenya,Elgeyo Marakwet County,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,22110.0,21870.0,240.0,,,,,,1288.0,1288.0,,,,,,,4390.0,12390.0,,,,,,8000.0,,,,,,,,,,,,,,,,,,,,,,,,,122400.0,115200.0,7200.0,,,,,,15850.0,15850.0,,,,,,
202105,May 2021,202105,,Kenya,Nandi County,t0J75eHKxz5,Nandi County,KE_County_29,,,1835.0,205.0,,,240.0,,1800.0,,,,,,,,,2250.0,2250.0,,,,,,,330.0,530.0,,,,,,200.0,20.0,510.0,110.0,,,,200.0,600.0,,200.0,,,,,,,21888.0,288.0,21600.0,,,,72000.0,,23.0,169.0,10.0,,,156.0,,
202105,May 2021,202105,,Kenya,Nakuru County,ob6SxuRcqU4,Nakuru County,KE_County_32,,23587.0,19666.0,2921.0,,,,30600.0,,35.0,29.0,6.0,,,,550.0,,7003.0,6923.0,80.0,,,,,,,,,,,,,,2292.0,2004.0,288.0,,88.0,,7600.0,,,,,,,,,,218369.0,184973.0,37284.0,,3888.0,3888.0,141472.0,,1068.0,1680.0,411.0,,,1023.0,16300.0,
202105,May 2021,202105,,Kenya,Kiambu County,qKzosKQPl6G,Kiambu County,KE_County_22,,41427.0,38927.0,4907.0,,,2557.0,2880.0,150.0,,,,,,,500.0,,4648.0,3723.0,925.0,,,,,,1732.0,,10.0,,,,,,,,,,,,600.0,,,,,,,,,,481800.0,441768.0,75456.0,,,43200.0,,7056.0,15786.0,14013.0,2517.0,,450.0,834.0,1440.0,
202105,May 2021,202105,,Kenya,Kisumu County,tAbBVBbueqD,Kisumu County,KE_County_42,,1717.0,1080.0,637.0,,,,,,,,,,,,,,2990.0,2990.0,,,,,,,,,,,,,,,137.0,57.0,80.0,,,,,,,,,,,,,,93600.0,144000.0,50400.0,,,,,,927.0,912.0,15.0,,,,,
202105,May 2021,202105,,Kenya,Kilifi County,nrI2khZx3d0,Kilifi County,KE_County_3,,12437.0,10601.0,1836.0,,,,,,59.0,49.0,10.0,,,,,,11720.0,8610.0,110.0,,3000.0,,,,983.0,873.0,110.0,,,,,,,,,,,,,,,,100.0,,,100.0,,,187844.0,155060.0,32784.0,,,,,,377.0,375.0,2.0,,,,,
202105,May 2021,202105,,Kenya,Kisii County,sPkRcDvhGWA,Kisii County,KE_County_45,,,110.0,10.0,,,120.0,,,,,,,,,,,524.0,524.0,,,,,,,,,,,,,,,22.0,,22.0,,,,,,,,,,,,,,11520.0,21024.0,864.0,,,,,10368.0,11.0,5.0,6.0,,,,,
202105,May 2021,202105,,Kenya,Machakos County,yhCUgGcCcOo,Machakos County,KE_County_16,,11614.0,9304.0,2310.0,,,,,,,,,,,,,,10500.0,5470.0,5030.0,,,,,,25.0,21.0,4.0,,,,,,200.0,,200.0,,,,,,450.0,400.0,50.0,,,,,,156416.0,73040.0,83376.0,,,,,,1698.0,1042.0,655.0,,,,,
202105,May 2021,202105,,Kenya,Narok County,kqJ83J2D72s,Narok County,KE_County_33,,4065.0,3648.0,417.0,,,,,,,,,,,,300.0,,1995.0,1940.0,55.0,,,,,,,,,,,,,,,,,,,,3000.0,,,,,,,,,,45648.0,34272.0,11376.0,,,,72000.0,,,,,,,,1000.0,
202105,May 2021,202105,,Kenya,Kakamega County,BjC1xL40gHo,Kakamega County,KE_County_37,,17023.0,18060.0,2764.0,,6380.0,1781.0,3600.0,8400.0,,,,,,,,,12854.0,11214.0,1520.0,,120.0,,,,27.0,,27.0,,,,,,2610.0,2420.0,200.0,,,,5000.0,,,,,,,,,,781874.0,842608.0,71152.0,,,,,32256.0,651.0,631.0,20.0,,,,480.0,
202105,May 2021,202105,,Kenya,Embu County,PFu8alU2KWG,Embu County,KE_County_14,,3515.0,3434.0,45.0,,36.0,,,,2.0,2.0,,,,,,,,,,,,,,,76.0,71.0,,,5.0,,,,1268.0,1223.0,30.0,,15.0,,,,,,,,,,,,,,,,,,,,488.0,487.0,1.0,,,,,
202105,May 2021,202105,,Kenya,Laikipia County,xuFdFy6t9AH,Laikipia County,KE_County_31,,508.0,174.0,334.0,,,,,,,,,,,,,,,,,,,,,,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,50400.0,70560.0,,,,20160.0,,,,,,,,,,
202205,May 2022,202205,,Kenya,Muranga County,ahwTMNAJvrL,Muranga County,KE_County_21,,13080.0,12360.0,720.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202205,May 2022,202205,,Kenya,Narok County,kqJ83J2D72s,Narok County,KE_County_33,,4622.0,7184.0,935.0,,,,1.0,3497.0,40.0,40.0,,,,,,,,,,,,,,,,,,,,,,,891.0,316.0,364.0,,,,2200.0,,,,,,,,,,4464.0,,,,,,,,6437.0,6306.0,131.0,,,,,
202205,May 2022,202205,,Kenya,Kiambu County,qKzosKQPl6G,Kiambu County,KE_County_22,,11424.0,9146.0,7358.0,,,3320.0,19200.0,,,,,,,,1100.0,,7752.0,502.0,7250.0,,,,50.0,,,,,,,,,,,,,,,,1220.0,,,,,,,,,,25250.0,20160.0,13730.0,,,8640.0,79200.0,,29487.0,28049.0,2653.0,,,888.0,1500.0,
202205,May 2022,202205,,Kenya,Kericho County,ihZsJ8alvtb,Kericho County,KE_County_35,,389.0,338.0,30.0,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,7200.0,,370.0,349.0,,,,,,
202205,May 2022,202205,,Kenya,Nairobi County,jkG3zaihdSs,Nairobi County,KE_County_47,,5097.0,17865.0,1632.0,,,,14400.0,14400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,,,,,,,,,,,,,,,,28800.0,,,,,,,,1800.0,
202205,May 2022,202205,,Kenya,Machakos County,yhCUgGcCcOo,Machakos County,KE_County_16,,124791.0,105565.0,9066.0,,10080.0,,5670.0,,2.0,2.0,,,,,200.0,,2200.0,2200.0,,,,,1000.0,,,,,,,,,,,,,,,,720.0,,,,,,,,,,129600.0,122400.0,7200.0,,,,28800.0,,1417.0,1404.0,208.0,,,195.0,900.0,
202205,May 2022,202205,,Kenya,Tharaka Nithi County,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,400.0,260.0,60.0,,80.0,,,,116.0,116.0,,,,,,,630.0,,630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8208.0,6768.0,1440.0,,60.0,,,,,,,,,,,
202205,May 2022,202205,,Kenya,Kilifi County,nrI2khZx3d0,Kilifi County,KE_County_3,,1496.0,5534.0,1242.0,,,,1500.0,5280.0,35.0,34.0,1.0,,,,100.0,,,900.0,,,,,,,,,,,,,,,7.0,6.0,1.0,,,,700.0,,,,,,,,16000.0,,,,,,,,72000.0,,290.0,170.0,120.0,,,,600.0,
202205,May 2022,202205,,Kenya,Nakuru County,ob6SxuRcqU4,Nakuru County,KE_County_32,,468.0,529.0,419.0,,,480.0,1440.0,,14.0,10.0,4.0,,,,500.0,,1470.0,1450.0,20.0,,,,,,,,,,,,,,,,,,,,2000.0,,,,,,,,,,21557.0,6336.0,15221.0,,,,720000.0,,3144.0,2978.0,166.0,,,,,
202205,May 2022,202205,,Kenya,Mombasa County,wsBsC6gjHvn,Mombasa County,KE_County_1,,3486.0,3543.0,1143.0,,,,,1200.0,,,,,,,,,880.0,880.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8784.0,6624.0,2160.0,,,,,,3096.0,2904.0,192.0,,,,,
202205,May 2022,202205,,Kenya,Samburu County,o36zCRjSd4G,Samburu County,KE_County_25,,783.0,351.0,432.0,,,,,,1.0,,1.0,,,,,,825.0,825.0,,,,,,,,,,,,,,,1315.0,931.0,384.0,,,,,,,,,,,,,,1440.0,1152.0,288.0,,,,,,9.0,9.0,,,,,,
202205,May 2022,202205,,Kenya,Kajiado County,Hsk1YV8kHkT,Kajiado County,KE_County_34,,6765.0,7350.0,855.0,,,,,1440.0,,,,,,,,,2153.0,2053.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6912.0,15052.0,5616.0,,,,,13576.0,,,,,,,,
202205,May 2022,202205,,Kenya,Baringo County,vvOK1BxTbet,Baringo County,KE_County_30,,132.0,102.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.0,142.0,174.0,,,6.0,,,,,,,,,,,65664.0,57607.0,8064.0,,,7.0,,,,,,,,,,
202205,May 2022,202205,,Kenya,Trans Nzoia County,mThvosEflAU,Trans Nzoia County,KE_County_26,,21996.0,19694.0,2302.0,,,,,,,,,,,,,,2092.0,1192.0,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221353.0,155384.0,65969.0,,,,,,3277.0,3319.0,408.0,,,450.0,,
202205,May 2022,202205,,Kenya,Busia County,Tvf1zgVZ0K4,Busia County,KE_County_40,,3568.0,8925.0,1242.0,,630.0,,,7233.0,,,,,,,300.0,,7908.0,7906.0,2.0,,,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,414.0,6606.0,,,6768.0,,72000.0,1290.0,3688.0,3724.0,27.0,,90.0,,,484.0
202205,May 2022,202205,,Kenya,Siaya County,u4t9H8XyU9P,Siaya County,KE_County_41,,2001.0,1875.0,366.0,840.0,,1080.0,,,160.0,120.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2880.0,1440.0,1440.0,,,,,,24.0,15.0,9.0,15.0,,15.0,,
202205,May 2022,202205,,Kenya,Makueni County,BoDytkJQ4Qi,Makueni County,KE_County_17,,432.0,1572.0,300.0,,,,10000.0,1440.0,1.0,1.0,,,,,20.0,,338.0,338.0,,,,,,,,,,,,,,,,,,,,,5000.0,,,,,,,,,,,,,,,,14400.0,,,,,,,,,
202205,May 2022,202205,,Kenya,Kitui County,j8o6iO4Njsi,Kitui County,KE_County_15,,10.0,,20.0,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0,,,,,,,
202205,May 2022,202205,,Kenya,Homa Bay County,nK0A12Q7MvS,Homa Bay County,KE_County_43,,1002.0,405.0,20.0,,,25.0,602.0,,,,,,,,,,800.0,750.0,50.0,,,,,,,,,,,,,,5.0,20.0,,,,,,15.0,,,,,,,,,1440.0,,1440.0,,,,,,58.0,,10.0,,,,48.0,
202205,May 2022,202205,,Kenya,Kisii County,sPkRcDvhGWA,Kisii County,KE_County_45,,65.0,,,,,,1000.0,,,,,,,,500.0,,,,,,,,100.0,,,,,,,,,,,,,,,,500.0,,,,,,,,,,24624.0,21744.0,2880.0,,,,,,,,,,,,500.0,
202205,May 2022,202205,,Kenya,Lamu County,NjWSbQTwys4,Lamu County,KE_County_5,,30.0,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600.0,21600.0,,,,,,,,,,,,,,
202205,May 2022,202205,,Kenya,Laikipia County,xuFdFy6t9AH,Laikipia County,KE_County_31,,97.0,37.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25000.0,33560.0,1440.0,,,,,,,,,,,,,
202205,May 2022,202205,,Kenya,Kakamega County,BjC1xL40gHo,Kakamega County,KE_County_37,,16471.0,16391.0,560.0,,480.0,,,960.0,34.0,34.0,,,,,,,5849.0,4129.0,2240.0,,,520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,275824.0,246384.0,29440.0,,,,,,120.0,120.0,,,,,,
202205,May 2022,202205,,Kenya,Embu County,PFu8alU2KWG,Embu County,KE_County_14,,36.0,6.0,30.0,,,,2400.0,,,,,,,,20.0,,,,,,,,1000.0,,,,,,,,,,,,,,,,1000.0,,,,,,,,,,,,,,,,14400.0,,366.0,201.0,165.0,,,,1200.0,
202305,May 2023,202305,,Kenya,Nairobi County,jkG3zaihdSs,Nairobi County,KE_County_47,,79.0,72.0,7.0,,,,,,,,,,,,200.0,,21.0,21.0,,,,,,,11.0,7.0,4.0,,,,20.0,,,,,,,,,,88.0,78.0,10.0,,,,,,,,,,,,,,100.0,99.0,1.0,,,,,
202405,May 2024,202405,,Kenya,Nairobi County,jkG3zaihdSs,Nairobi County,KE_County_47,,19.0,12.0,7.0,,,,,,40.0,40.0,,,,,,,21.0,21.0,,,,,,,5.0,1.0,4.0,,,,,,,,,,,,,,177.0,167.0,,,,,,,,,,,,,,,42.0,41.0,,,,,,
201411,November 2014,201411,,Kenya,Kisii County,sPkRcDvhGWA,Kisii County,KE_County_45,,1525.0,1500.0,25.0,,,,,,,,,,,,100.0,,,,,,,,1000.0,,3000.0,3000.0,,,,,,,,,,,,,500.0,,2075.0,1200.0,1875.0,,,,5000.0,1000.0,,,,,,,5000.0,,9.0,9.0,,,,,1000.0,
201411,November 2014,201411,,Kenya,Kisumu County,tAbBVBbueqD,Kisumu County,KE_County_42,,1181.0,1194.0,45.0,1.0,,60.0,150.0,,,,,,,,,,,,,,,,20.0,,53.0,45.0,14.0,,,,20.0,,464.0,662.0,26.0,1.0,,,50.0,,3355.0,3797.0,223.0,21.0,,,200.0,650.0,11015.0,28485.0,750.0,,,3100.0,400.0,15120.0,87.0,186.0,1.0,,,,,100.0
201411,November 2014,201411,,Kenya,Kilifi County,nrI2khZx3d0,Kilifi County,KE_County_3,,5208.0,5367.0,345.0,,,,3000.0,504.0,530.0,520.0,10.0,,,,50.0,,885.0,1770.0,15.0,,,900.0,,,800.0,775.0,25.0,,,,,,158.0,48.0,90.0,,20.0,,100.0,,4875.0,6625.0,2450.0,,,,3000.0,4200.0,115992.0,111292.0,8700.0,,,4000.0,,,439.0,369.0,70.0,,,,500.0,
201411,November 2014,201411,,Kenya,Bomet County,HMNARUV2CW4,Bomet County,KE_County_36,,7026.0,6961.0,65.0,,,,30.0,,,,,,,,,,,,,,,,200.0,,461.0,93.0,,,,,,,401.0,279.0,26.0,,,,130.0,,4137.0,4108.0,429.0,,,,1200.0,400.0,60724.0,64504.0,20220.0,,,,3000.0,24000.0,918.0,918.0,,,,,320.0,
201411,November 2014,201411,,Kenya,Muranga County,ahwTMNAJvrL,Muranga County,KE_County_21,,9148.0,6048.0,3024.0,,,,6048.0,,,,,,,,300.0,,,,,,,,,,,,,,,,200.0,,40.0,79.0,21.0,,,,200.0,60.0,,700.0,1300.0,,,,4500.0,2000.0,4000.0,4000.0,6000.0,,,,10000.0,6000.0,3840.0,1960.0,1880.0,,,,5540.0,
201411,November 2014,201411,,Kenya,Narok County,kqJ83J2D72s,Narok County,KE_County_33,,45.0,44.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,38.0,35.0,3.0,,,,50.0,,1400.0,1200.0,200.0,,,,,,,,,,,,,
201411,November 2014,201411,,Kenya,Embu County,PFu8alU2KWG,Embu County,KE_County_14,,7504.0,6194.0,794.0,,,,1242.0,240.0,598.0,596.0,3.0,,,,135.0,1.0,1544.0,6465.0,79.0,,,,100.0,5000.0,901.0,945.0,6.0,,,,100.0,50.0,427.0,761.0,70.0,,,,490.0,377.0,7828.0,9378.0,701.0,,,10.0,1300.0,3100.0,104411.0,99045.0,5166.0,,200.0,,15900.0,,1163.0,1951.0,79.0,,,6.0,820.0,
201411,November 2014,201411,,Kenya,Turkana County,kphDeKClFch,Turkana County,KE_County_23,,7608.0,7298.0,5.0,,,,,,9.0,8.0,1.0,,,,,,4915.0,6175.0,53.0,,,,,3300.0,,,,,,,,,10.0,,,,,,,,3660.0,3244.0,14.0,,,,,250.0,37771.0,25770.0,2813.0,4.0,,,,5002.0,618.0,500.0,,,,,,
201411,November 2014,201411,,Kenya,Bungoma County,KGHhQ5GLd4k,Bungoma County,KE_County_39,,12934.0,12858.0,79.0,,,,,,457.0,315.0,3.0,,,50.0,100.0,,1113.0,8320.0,1.0,,,38.0,50.0,,341.0,421.0,14.0,,,,100.0,,3191.0,2748.0,503.0,,,,3200.0,60.0,15286.0,10234.0,508.0,,,,,,73972.0,58141.0,9732.0,,,,1000.0,1000.0,1068.0,1026.0,1.0,,,,100.0,
201411,November 2014,201411,,Kenya,Tharaka Nithi County,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,1980.0,1934.0,96.0,,,,100.0,50.0,5881.0,5781.0,100.0,,,,,,65.0,65.0,,,,,,,28.0,11.0,19.0,,,14.0,,,55.0,33.0,22.0,,,10.0,,,1384.0,1252.0,141.0,,,,,,15521.0,15481.0,58.0,,,,,,640.0,215.0,2.0,,,,,
201411,November 2014,201411,,Kenya,Kakamega County,BjC1xL40gHo,Kakamega County,KE_County_37,,,,420.0,,,,100.0,,,,,,,,10.0,,,,,,,,10.0,,5.0,,,,,,100.0,,,,,,,,50.0,,5.0,,280.0,,,,100.0,,,,,,,,1000.0,72000.0,,,,,,,100.0,
201411,November 2014,201411,,Kenya,Nairobi County,jkG3zaihdSs,Nairobi County,KE_County_47,,40961.0,4800.0,3187.0,,18.0,90.0,7241.0,1384.0,101.0,94.0,17.0,,,5.0,6510.0,5.0,2473.0,2079.0,205.0,3.0,,54.0,5450.0,9.0,707.0,543.0,431.0,,,63.0,6180.0,2080.0,16466.0,1887.0,1785.0,,,11.0,3796.0,114.0,42225.0,3265.0,5635.0,2.0,,423.0,14420.0,23230.0,46737.0,26312.0,13339.0,8.0,144.0,200.0,157948.0,3544.0,24.0,17.0,31.0,,,21.0,18871.0,3.0
201411,November 2014,201411,,Kenya,Mombasa County,wsBsC6gjHvn,Mombasa County,KE_County_1,,15120.0,13860.0,1260.0,,,,30240.0,,,,,,,,3000.0,,137.0,102.0,35.0,,,,750.0,,1.0,,1.0,,,,400.0,,3240.0,6556.0,284.0,,,,3720.0,,1125.0,10000.0,1125.0,,,10000.0,,,14256.0,12240.0,2016.0,,,,,,1437.0,1308.0,129.0,,,,4500.0,
201411,November 2014,201411,,Kenya,Kwale County,N7YETT3A9r1,Kwale County,KE_County_2,,1763.0,1690.0,73.0,,,,,,62.0,57.0,5.0,,,,30.0,,113.0,84.0,29.0,,,,,,95.0,95.0,,,,,,,47.0,36.0,12.0,,,,,30.0,578.0,598.0,180.0,,,,100.0,200.0,4050.0,2630.0,1420.0,,,,,,117.0,101.0,16.0,,,,100.0,
201411,November 2014,201411,,Kenya,Baringo County,vvOK1BxTbet,Baringo County,KE_County_30,,14426.0,14028.0,309.0,,,,,,236.0,188.0,3.0,1.0,,,,,4260.0,4260.0,,,,,,,395.0,392.0,3.0,,,,,,313.0,302.0,9.0,,,,,2.0,7852.0,7531.0,360.0,10.0,,100.0,,214.0,116267.0,110761.0,6256.0,,,,,1650.0,4323.0,256.0,8.0,,,,,
