periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Combined oral contraceptive Pills Beginning Balance,Combined oral contraceptive Pills Ending Balanc,Combined oral contraceptive Pills Issued/Dispensed,Combined oral contraceptive Pills Losses,Combined oral contraceptive Pills Negative Adjustment (Issued to Other HF),Combined oral contraceptive Pills Positive Adjustment (Receipt from other HF),Combined oral contraceptive Pills Quantity Needed/Requested,Combined oral contraceptive Pills Stock Received,Emergency Pill Beginning Balance,Emergency Pill Ending Balanc,Emergency Pill Issued/Dispensed,Emergency Pill Losses,Emergency Pill Negative Adjustment (Issued to Other HF),Emergency Pill Positive Adjustment (Receipt from other HF),Emergency Pill Quantity Needed/Requested,Emergency Pill Stock Received,Female Condom  Beginning Balance,Female Condom  Ending Balanc,Female Condom  Issued/Dispensed,Female Condom  Losses,Female Condom  Negative Adjustment (Issued to Other HF),Female Condom  Positive Adjustment (Receipt from other HF),Female Condom  Quantity Needed/Requested,Female Condom  Stock Received,IUCD Copper T Beginning Balance,IUCD Copper T Ending Balanc,IUCD Copper T Issued/Dispensed,IUCD Copper T Losses,IUCD Copper T Negative Adjustment (Issued to Other HF),IUCD Copper T Positive Adjustment (Receipt from other HF),IUCD Copper T Quantity Needed/Requested,IUCD Copper T Stock Received,Implants (1-Rod) Beginning Balance,Implants (1-Rod) Ending Balanc,Implants (1-Rod) Issued/Dispensed,Implants (1-Rod) Losses,Implants (1-Rod) Negative Adjustment (Issued to Other HF),Implants (1-Rod) Positive Adjustment (Receipt from other HF),Implants (1-Rod) Quantity Needed/Requested,Implants (1-Rod) Stock Received,Injectables Beginning Balance,Injectables Ending Balanc,Injectables Issued/Dispensed,Injectables Losses,Injectables Negative Adjustment (Issued to Other HF),Injectables Positive Adjustment (Receipt from other HF),Injectables Quantity Needed/Requested,Injectables Stock Received,Male Condom  Beginning Balance,Male Condom  Ending Balanc,Male Condom  Issued/Dispensed,Male Condom  Losses,Male Condom  Negative Adjustment (Issued to Other HF),Male Condom  Positive Adjustment (Receipt from other HF),Male Condom  Quantity Needed/Requested,Male Condom  Stock Received,Progestin only Pills Beginning Balance,Progestin only Pills Ending Balanc,Progestin only Pills Issued/Dispensed,Progestin only Pills Losses,Progestin only Pills Negative Adjustment (Issued to Other HF),Progestin only Pills Positive Adjustment (Receipt from other HF),Progestin only Pills Quantity Needed/Requested,Progestin only Pills Stock Received
201404,April 2014,201404,,Kenya,Kirinyaga County,Ulj33KBau7V,Kirinyaga County,KE_County_20,,35056.0,46036.0,5728.0,,239.0,14694.0,4768.0,1459.0,10743.0,7899.0,47.0,,164.0,29.0,666.0,10.0,29272.0,26703.0,205.0,1.0,1400.0,,2752.0,30.0,1466.0,1445.0,253.0,1.0,20.0,138.0,368.0,30.0,1740.0,1670.0,223.0,,230.0,219.0,245.0,30.0,30377.0,104346.0,6660.0,,1452.0,2192.0,15026.0,1530.0,352849.0,321005.0,11003.0,10.0,15220.0,450.0,3281.0,801.0,939.0,809.0,250.0,,,8.0,2957.0,114.0
201404,April 2014,201404,,Kenya,Kisii County,sPkRcDvhGWA,Kisii County,KE_County_45,,66.0,58.0,8.0,,9.0,,180.0,,50.0,50.0,,,,,600.0,,,,,,,,,,10.0,,,,,,20.0,,,14.0,6.0,,,,70.0,20.0,33.0,59.0,24.0,,,,500.0,50.0,,,,,,,,,,,,,,,,
201404,April 2014,201404,,Kenya,Kisumu County,tAbBVBbueqD,Kisumu County,KE_County_42,,3800.0,3542.0,241.0,17.0,17.0,,100.0,,23.0,23.0,,,,,360.0,,36.0,36.0,,,,,140.0,,118.0,78.0,20.0,,,,220.0,,1951.0,1719.0,151.0,1.0,,,100.0,,8312.0,9016.0,396.0,,,,100.0,1100.0,28570.0,23327.0,4703.0,,,,11300.0,,1516.0,1335.0,53.0,,,,110.0,
201404,April 2014,201404,,Kenya,Makueni County,BoDytkJQ4Qi,Makueni County,KE_County_17,,2863.0,2588.0,149.0,135.0,,,100.0,,266.0,265.0,1.0,,,,100.0,,300.0,300.0,,,,,,,291.0,289.0,2.0,,,,20.0,,66.0,89.0,31.0,,,14.0,50.0,40.0,3491.0,2891.0,942.0,5.0,283.0,209.0,400.0,825.0,31332.0,34332.0,1000.0,,,,2000.0,4000.0,1150.0,1136.0,14.0,,,,400.0,
201404,April 2014,201404,,Kenya,Kwale County,N7YETT3A9r1,Kwale County,KE_County_2,,10011.0,9289.0,693.0,13.0,12.0,10.0,1995.0,2.0,1119.0,1095.0,24.0,,,,185.0,,1010.0,1010.0,,,,,520.0,,459.0,444.0,7.0,1.0,6.0,,25.0,,1232.0,1224.0,94.0,1.0,3.0,27.0,250.0,53.0,19203.0,18117.0,2472.0,130.0,930.0,1050.0,2250.0,1375.0,134159.0,124448.0,7699.0,12.0,2000.0,,13300.0,,2747.0,2432.0,65.0,,15.0,,535.0,
201404,April 2014,201404,,Kenya,Turkana County,kphDeKClFch,Turkana County,KE_County_23,,290.0,290.0,,,,,,,50.0,50.0,,,,,,,4372.0,4272.0,100.0,,,,,,87.0,87.0,,,,,,,65.0,63.0,2.0,,,,,,699.0,691.0,4.0,,,,,,440.0,440.0,,,,,,,,,,,,,,
201404,April 2014,201404,,Kenya,Nandi County,t0J75eHKxz5,Nandi County,KE_County_29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000.0,2000.0,,,,,5000.0,,,,,,,,,,,,,,,,
201404,April 2014,201404,,Kenya,Embu County,PFu8alU2KWG,Embu County,KE_County_14,,23962.0,22422.0,2876.0,,,584.0,2805.0,694.0,2386.0,2270.0,31.0,1.0,20.0,14.0,385.0,,18406.0,17632.0,1210.0,,,,7710.0,,9672.0,9664.0,63.0,12.0,,21.0,234.0,51.0,3793.0,3708.0,111.0,4.0,48.0,2.0,560.0,99.0,20948.0,17986.0,3421.0,305.0,214.0,94.0,3866.0,1417.0,197916.0,182927.0,22731.0,,,,27660.0,7810.0,3302.0,3223.0,285.0,3.0,3.0,40.0,1817.0,163.0
201404,April 2014,201404,,Kenya,Kericho County,ihZsJ8alvtb,Kericho County,KE_County_35,,,,,,,,,,,,,,,,,,4.0,1.0,3.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201404,April 2014,201404,,Kenya,Kakamega County,BjC1xL40gHo,Kakamega County,KE_County_37,,6357.0,5565.0,462.0,,50.0,,430.0,7559.0,215.0,193.0,10.0,,10.0,,210.0,,17255.0,15968.0,287.0,,100.0,,510.0,250.0,846.0,648.0,38.0,,20.0,,535.0,11.0,475.0,441.0,97.0,,10.0,,189.0,580.0,6985.0,10466.0,2286.0,,325.0,,1245.0,12350.0,146899.0,153459.0,12514.0,,1400.0,1100.0,6800.0,2100.0,3363.0,3333.0,96.0,,,,40.0,65.0
201404,April 2014,201404,,Kenya,Bungoma County,KGHhQ5GLd4k,Bungoma County,KE_County_39,,9905.0,9834.0,71.0,,,,100.0,,2105.0,2102.0,4.0,,,4.0,100.0,,1203.0,1203.0,50.0,,,,1011.0,576.0,318.0,268.0,21.0,,,10.0,1060.0,,1083.0,1978.0,230.0,,,64.0,1150.0,1000.0,6892.0,10086.0,642.0,,,50.0,2100.0,3850.0,61021.0,56863.0,4968.0,,,720.0,7100.0,576.0,2160.0,2148.0,12.0,,,,120.0,
201404,April 2014,201404,,Kenya,Bomet County,HMNARUV2CW4,Bomet County,KE_County_36,,1155.0,1155.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.0,,,,,,,,430.0,330.0,,,,,,,,,,,,,,
201404,April 2014,201404,,Kenya,Narok County,kqJ83J2D72s,Narok County,KE_County_33,,1294.0,1294.0,,,,,,,,,,,,,,,800.0,790.0,800.0,,,,,,,,,,,,,,2.0,,2.0,,,,,,162.0,126.0,116.0,,,,,,2780.0,1780.0,210.0,,,,,,445.0,445.0,,,,,,
201404,April 2014,201404,,Kenya,Nyandarua County,mYZacFNIB3h,Nyandarua County,KE_County_18,,4368.0,4174.0,224.0,,,,,30.0,56.0,24.0,15.0,,,,,,600.0,600.0,926.0,,,,,,,,,,,,,,1191.0,1171.0,39.0,,,60.0,35.0,148.0,1352.0,1414.0,529.0,,,,779.0,600.0,3548.0,2602.0,926.0,,,,,,24.0,22.0,2.0,,,,270.0,
201404,April 2014,201404,,Kenya,Busia County,Tvf1zgVZ0K4,Busia County,KE_County_40,,2304.0,2304.0,,,,,,,,,,,,,2000.0,,,,,,,,3000.0,,840.0,840.0,,,,,,,350.0,550.0,,,,,,200.0,4400.0,11100.0,300.0,,,,,9100.0,119243.0,119243.0,,,,,,,90.0,90.0,,,,,3000.0,
201404,April 2014,201404,,Kenya,Nairobi County,jkG3zaihdSs,Nairobi County,KE_County_47,,38436.0,138070.0,3417.0,,181.0,897.0,7426.0,105624.0,5753.0,4288.0,1344.0,23.0,,34.0,2458.0,10.0,3950.0,3339.0,489.0,8.0,,740.0,7306.0,230.0,2186.0,1990.0,660.0,6.0,81.0,341.0,6608.0,236.0,1222.0,20475.0,1424.0,4.0,,379.0,6407.0,20915.0,28799.0,99058.0,12239.0,2.0,75.0,125.0,8766.0,83347.0,120372.0,115886.0,44678.0,155.0,3052.0,6428.0,674740.0,34650.0,764.0,810.0,256.0,,222.0,179.0,19960.0,15.0
201404,April 2014,201404,,Kenya,Muranga County,ahwTMNAJvrL,Muranga County,KE_County_21,,17201.0,15196.0,2814.0,6.0,,94.0,2992.0,1275.0,1239.0,1175.0,129.0,,5.0,20.0,236.0,60.0,11080.0,10950.0,130.0,,,,511.0,,8206.0,1928.0,62.0,2.0,,43.0,145.0,20.0,343.0,418.0,93.0,,,,415.0,173.0,12590.0,11163.0,2572.0,4.0,100.0,144.0,4844.0,885.0,124345.0,113126.0,10622.0,,,,18930.0,100.0,7889.0,7713.0,475.0,,,,765.0,330.0
201404,April 2014,201404,,Kenya,Kiambu County,qKzosKQPl6G,Kiambu County,KE_County_22,,10301.0,10193.0,108.0,,,,20.0,,,,,,,,1000.0,,3.0,,,,,,,,161.0,122.0,32.0,,,,3000.0,,56.0,13.0,41.0,,,,3000.0,,51.0,21.0,104.0,,,100.0,3050.0,,519.0,169.0,240.0,,,,10000.0,,,,,,,,,
201404,April 2014,201404,,Kenya,Machakos County,yhCUgGcCcOo,Machakos County,KE_County_16,,15191.0,29332.0,1062.0,,,14910.0,1830.0,62.0,142.0,141.0,8.0,,,,155.0,5.0,6974.0,6764.0,10.0,,200.0,,560.0,,1250.0,1237.0,13.0,,,,15.0,,734.0,666.0,70.0,,,2.0,190.0,,13134.0,12037.0,2553.0,,,1175.0,3011.0,50.0,173856.0,163291.0,12164.0,10.0,,2000.0,14439.0,200.0,1482.0,1307.0,140.0,36.0,,,510.0,
201404,April 2014,201404,,Kenya,Tharaka Nithi County,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,1703.0,1742.0,11.0,,,,,,777.0,1385.0,,,,,,,1010.0,1010.0,,,,,200.0,,,,,,,,,,61.0,58.0,3.0,,,,10.0,,1591.0,1420.0,201.0,,,,600.0,,25321.0,24915.0,460.0,,,,,,1355.0,1354.0,1.0,,,,,
201404,April 2014,201404,,Kenya,Samburu County,o36zCRjSd4G,Samburu County,KE_County_25,,5394.0,5407.0,187.0,,,,20.0,200.0,231.0,231.0,,,,,150.0,,2254.0,1954.0,300.0,,,,,,23.0,40.0,,,,,,,828.0,998.0,10.0,1.0,,,20.0,20.0,7042.0,6828.0,135.0,,,,100.0,100.0,72818.0,71418.0,1400.0,,,,,,4843.0,4843.0,,,,,120.0,
201404,April 2014,201404,,Kenya,Siaya County,u4t9H8XyU9P,Siaya County,KE_County_41,,17824.0,19749.0,898.0,,1.0,133.0,371.0,75.0,1365.0,1361.0,,,4.0,,60.0,,11643.0,19300.0,140.0,,3001.0,28.0,1000.0,1400.0,1408.0,1260.0,26.0,,130.0,18.0,20.0,,1073.0,1252.0,206.0,,5.0,10.0,501.0,384.0,15926.0,15193.0,2354.0,17.0,110.0,,615.0,2200.0,245777.0,200085.0,34039.0,2000.0,560.0,11224.0,16000.0,2500.0,9262.0,9192.0,47.0,,2.0,5.0,570.0,
201404,April 2014,201404,,Kenya,Uasin Gishu County,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,2611.0,1894.0,215.0,,,,,,4.0,,4.0,,,,50.0,,1725.0,1605.0,20.0,,,,100.0,,35.0,33.0,2.0,,,,50.0,,338.0,319.0,19.0,,,,,,3840.0,3519.0,321.0,,,,,,20500.0,19700.0,400.0,,,,,,144.0,131.0,13.0,,,,,
201404,April 2014,201404,,Kenya,Kitui County,j8o6iO4Njsi,Kitui County,KE_County_15,,21209.0,20291.0,870.0,,,,2690.0,91.0,777.0,718.0,25.0,,16.0,,285.0,,3172.0,2971.0,201.0,,,,1230.0,,1396.0,1396.0,18.0,1.0,,,100.0,10.0,9442.0,8938.0,215.0,,,20.0,923.0,120.0,40545.0,36634.0,3596.0,6.0,371.0,,3656.0,800.0,435583.0,425957.0,22566.0,,,,11540.0,400.0,3172.0,2900.0,141.0,,,,657.0,
201404,April 2014,201404,,Kenya,Marsabit County,Eey8fT4Im3y,Marsabit County,KE_County_10,,373.0,372.0,1.0,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,18.0,188.0,,,,,,,423.0,414.0,9.0,,,,,,21789.0,21611.0,178.0,,,,,,,,,,,,,
201504,April 2015,201504,,Kenya,Tharaka Nithi County,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,28.0,105.0,,,,,100.0,,,,,,,,,,,,,,,,
201504,April 2015,201504,,Kenya,Nairobi County,jkG3zaihdSs,Nairobi County,KE_County_47,,614.0,404.0,360.0,,,,756.0,150.0,1.0,1.0,,,,,30.0,,20.0,20.0,,,,,10.0,,223.0,303.0,34.0,,,,60.0,5.0,211.0,168.0,51.0,,,,40.0,10.0,299.0,159.0,453.0,,,,1088.0,300.0,1571.0,40.0,1748.0,,,,8300.0,171.0,30.0,193.0,71.0,,,,350.0,234.0
201504,April 2015,201504,,Kenya,Kakamega County,BjC1xL40gHo,Kakamega County,KE_County_37,,6440.0,2927.0,4243.0,,,730.0,230.0,,,,6.0,,,,300.0,,2494.0,500.0,475.0,,,,,,232.0,188.0,106.0,,,,6.0,100.0,2591.0,2018.0,573.0,,,,5.0,,7811.0,5570.0,7641.0,,,,,5400.0,2500.0,1800.0,700.0,,,,10000.0,,2887.0,1263.0,1624.0,,,,,
201504,April 2015,201504,,Kenya,Garissa County,uyOrcHZBpW0,Garissa County,KE_County_7,,1509.0,1508.0,1.0,,,,,,,,,,,,,,1000.0,1000.0,,,,,,,,,,,,,,,18.0,18.0,,,,,,,36.0,55.0,1.0,,,,,,1145.0,1147.0,,,,,,,200.0,200.0,,,,,,
201504,April 2015,201504,,Kenya,Mombasa County,wsBsC6gjHvn,Mombasa County,KE_County_1,,17370.0,16290.0,1080.0,,,,,,,,,,,,3000.0,,11.0,,5.0,,6.0,,750.0,,,,,,,,400.0,,7545.0,7199.0,346.0,,,,6000.0,,12375.0,11625.0,750.0,,,,,,,3744.0,3456.0,,,,,7200.0,4119.0,3999.0,120.0,,,,,
201504,April 2015,201504,,Kenya,Turkana County,kphDeKClFch,Turkana County,KE_County_23,,,,,,,,,,,,,,,,100.0,,,,,,,,500.0,,,,,,,,150.0,,,,,,,,150.0,,31.0,20.0,3.0,,,,20.0,,7200.0,7158.0,42.0,,,,,,,,,,,,150.0,
201504,April 2015,201504,,Kenya,Laikipia County,xuFdFy6t9AH,Laikipia County,KE_County_31,,412.0,406.0,6.0,,,,,,,,,,,,100.0,,,,,,,,100.0,,16.0,16.0,,,,,,,,,,,,,10.0,,340.0,336.0,4.0,,,,,,11983.0,11613.0,370.0,,,,,,,,,,,,,
201504,April 2015,201504,,Kenya,Bungoma County,KGHhQ5GLd4k,Bungoma County,KE_County_39,,,,,,,,,,,,,,,,,,,,,,,,,,400.0,300.0,100.0,,,,,,1028.0,1028.0,320.0,,,,,320.0,2650.0,2250.0,400.0,,,,,,,,,,,,,,,240.0,,,,,,240.0
201504,April 2015,201504,,Kenya,Bomet County,HMNARUV2CW4,Bomet County,KE_County_36,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201504,April 2015,201504,,Kenya,Kisii County,sPkRcDvhGWA,Kisii County,KE_County_45,,2497.0,2437.0,61.0,,,,270.0,,19.0,16.0,1.0,,,,70.0,,5.0,,,,,,5570.0,,477.0,471.0,8.0,,,,,,157.0,178.0,138.0,,,53.0,135.0,80.0,935.0,915.0,509.0,1.0,,3.0,675.0,375.0,5377.0,10501.0,3084.0,,,,1500.0,9360.0,1123.0,1138.0,5.0,,,,50.0,20.0
201504,April 2015,201504,,Kenya,Nandi County,t0J75eHKxz5,Nandi County,KE_County_29,,,,,,,,,,350.0,350.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,17.0,21.0,,,,100.0,,10224.0,9648.0,576.0,,,,,,24.0,24.0,,,,,,
201504,April 2015,201504,,Kenya,Makueni County,BoDytkJQ4Qi,Makueni County,KE_County_17,,,,,,,,250.0,,,,,,,,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,
201504,April 2015,201504,,Kenya,Kilifi County,nrI2khZx3d0,Kilifi County,KE_County_3,,4341.0,3070.0,390.0,,2561.0,,,1680.0,192.0,95.0,177.0,,,80.0,300.0,,1418.0,1418.0,,,,,,,694.0,674.0,20.0,,,,,,939.0,1569.0,394.0,,,,2000.0,1024.0,4500.0,15100.0,5400.0,,,,15000.0,16000.0,58492.0,34192.0,24300.0,,,,12000.0,,1720.0,960.0,760.0,,,,500.0,
201504,April 2015,201504,,Kenya,Machakos County,yhCUgGcCcOo,Machakos County,KE_County_16,,2010.0,1716.0,294.0,,,,,,,,,,,,200.0,,2000.0,2000.0,,,,,,,148.0,148.0,,,,,,,106.0,91.0,15.0,,,,,,4225.0,3550.0,675.0,,,,500.0,,4000.0,,4000.0,,,,24000.0,,1080.0,690.0,390.0,,,,1650.0,
201504,April 2015,201504,,Kenya,Samburu County,o36zCRjSd4G,Samburu County,KE_County_25,,10109.0,10702.0,317.0,,,,,910.0,50.0,567.0,,,,,100.0,105.0,8163.0,5183.0,,,,,,1200.0,383.0,30.0,,,,,10.0,50.0,963.0,956.0,18.0,,,11.0,10.0,1.0,11933.0,12777.0,156.0,,,,,402.0,52573.0,57919.0,1094.0,,,,,7200.0,22326.0,22821.0,35.0,,,,,530.0
201504,April 2015,201504,,Kenya,Migori County,fVra3Pwta0Q,Migori County,KE_County_44,,1296.0,1286.0,6.0,4.0,,,,,134.0,134.0,,,,,,,909.0,867.0,40.0,12.0,,,,,50.0,680.0,,,,,,,3383.0,3297.0,84.0,2.0,,,,,7629.0,7480.0,146.0,,,,,,3525.0,2485.0,1040.0,,,,,,603.0,603.0,,,,,,
201504,April 2015,201504,,Kenya,Nakuru County,ob6SxuRcqU4,Nakuru County,KE_County_32,,41825.0,39323.0,2502.0,,,,,,6.0,1.0,5.0,,,,1200.0,,448.0,448.0,,,,,500.0,,,,,,,,550.0,,3079.0,2871.0,208.0,,,,,,20700.0,16800.0,3900.0,,,,3500.0,,64241.0,74005.0,27936.0,,,1700.0,50000.0,36000.0,10560.0,10266.0,1254.0,,,960.0,2000.0,
201504,April 2015,201504,,Kenya,Kajiado County,Hsk1YV8kHkT,Kajiado County,KE_County_34,,275.0,250.0,25.0,,,,100.0,,10.0,,10.0,,,,50.0,,,,,,,,,,,,,,,,100.0,,,2.0,2.0,1.0,,,10.0,5.0,138.0,30.0,108.0,,,,300.0,,,140.0,360.0,,,,500.0,500.0,1.0,,1.0,,,,50.0,
201504,April 2015,201504,,Kenya,Siaya County,u4t9H8XyU9P,Siaya County,KE_County_41,,491.0,470.0,21.0,,,,500.0,,,,,,,,50.0,,3750.0,3750.0,,,,,50.0,,120.0,119.0,1.0,,,,,,72.0,71.0,12.0,,,11.0,20.0,,129.0,80.0,124.0,,,,600.0,,344.0,,344.0,,,,16200.0,,302.0,302.0,,,,,500.0,
201504,April 2015,201504,,Kenya,Isiolo County,bzOfj0iwfDH,Isiolo County,KE_County_11,,500.0,499.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201604,April 2016,201604,,Kenya,Kirinyaga County,Ulj33KBau7V,Kirinyaga County,KE_County_20,,5822.0,3466.0,2926.0,,,60.0,7707.0,510.0,7.0,25.0,2.0,,,,2110.0,20.0,44.0,54.0,,,,,130.0,10.0,649.0,520.0,123.0,,,3.0,598.0,,151.0,263.0,14.0,,,,1.0,122.0,1533.0,2968.0,881.0,,,16.0,966.0,2300.0,4654.0,4294.0,760.0,,,100.0,11496.0,200.0,813.0,407.0,481.0,,30.0,,1314.0,105.0
201604,April 2016,201604,,Kenya,Kisumu County,tAbBVBbueqD,Kisumu County,KE_County_42,,37170.0,37170.0,,,,,,,,,,,,,,,,,14400.0,,,,,14400.0,80.0,80.0,,,,,,,140.0,120.0,20.0,,,,,,200.0,2000.0,200.0,,,,,2000.0,600.0,400.0,200.0,,,,,,42000.0,42000.0,,,,,,
201604,April 2016,201604,,Kenya,Vihiga County,sANMZ3lpqGs,Vihiga County,KE_County_38,,14.0,46.0,18.0,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201604,April 2016,201604,,Kenya,Nakuru County,ob6SxuRcqU4,Nakuru County,KE_County_32,,30700.0,28394.0,2453.0,,555.0,555.0,20000.0,408.0,455.0,310.0,135.0,,,,2200.0,,2862.0,2568.0,450.0,,225.0,250.0,4000.0,94.0,770.0,783.0,92.0,,5.0,55.0,1000.0,100.0,1324.0,1228.0,106.0,,,,,,2690.0,1560.0,1830.0,,,700.0,6000.0,,48073.0,37904.0,2531.0,,,,149000.0,2304.0,7458.0,6581.0,907.0,,30.0,30.0,6000.0,
201604,April 2016,201604,,Kenya,Siaya County,u4t9H8XyU9P,Siaya County,KE_County_41,,659.0,650.0,50.0,,,,,,40.0,40.0,,,,,,,1830.0,1830.0,,,,,,,289.0,289.0,,,,,,,1311.0,38235.0,89.0,,,,,1960.0,2535.0,,,,,,,36000.0,2680.0,2430.0,250.0,,,,,,344.0,314.0,30.0,,,,,
201604,April 2016,201604,,Kenya,Turkana County,kphDeKClFch,Turkana County,KE_County_23,,1356.0,1039.0,65.0,196.0,,8.0,650.0,,51.0,96.0,,,,,,,2011.0,991.0,,,,,,,137.0,72.0,40.0,,,,50.0,,42.0,35.0,2.0,,,,120.0,,7690.0,6912.0,646.0,,,,350.0,,40811.0,27035.0,2576.0,,,,100.0,,20.0,,,,,,220.0,
201604,April 2016,201604,,Kenya,Samburu County,o36zCRjSd4G,Samburu County,KE_County_25,,7928.0,7873.0,26.0,,,,250.0,,91.0,91.0,,,,,50.0,,2100.0,2080.0,20.0,,,,10.0,10.0,132.0,132.0,,,,,10.0,,940.0,928.0,12.0,,,,60.0,,9948.0,9629.0,166.0,,300.0,11.0,200.0,150.0,20370.0,19272.0,1098.0,,,,1000.0,,5261.0,5223.0,,,,,220.0,
201604,April 2016,201604,,Kenya,Homa Bay County,nK0A12Q7MvS,Homa Bay County,KE_County_43,,3222.0,2922.0,300.0,,,,,,,,,,,,,,,,,,,,,,2529.0,2529.0,,,,,,,600.0,570.0,30.0,,,,,,5000.0,4550.0,375.0,,75.0,,,,90.0,88.0,52.0,,,50.0,,,1869.0,1689.0,,,,,,
201604,April 2016,201604,,Kenya,Meru County,Y52XNJ50hYb,Meru County,KE_County_12,,4187.0,3723.0,464.0,,,,1100.0,,,,,,,,,,994.0,994.0,,,,,,,,245.0,55.0,,,300.0,200.0,,207.0,534.0,1272.0,,,432.0,200.0,168.0,4555.0,4815.0,740.0,,,,1000.0,1000.0,9230.0,28910.0,16320.0,,,36000.0,36000.0,,2271.0,2209.0,62.0,,,,200.0,
201604,April 2016,201604,,Kenya,Mombasa County,wsBsC6gjHvn,Mombasa County,KE_County_1,,6450.0,5910.0,540.0,,,,1200.0,,,,,,,,2500.0,,,,,,,,500.0,,397.0,352.0,45.0,,,,550.0,,4544.0,4341.0,203.0,,,,400.0,,900.0,,900.0,,,,21000.0,,4896.0,3600.0,1296.0,,,,,,4911.0,4818.0,93.0,,,,,
201604,April 2016,201604,,Kenya,Nairobi County,jkG3zaihdSs,Nairobi County,KE_County_47,,155.0,185.0,88.0,20.0,,,30320.0,150.0,,,,,,,500.0,,,,,,,,405000.0,200.0,983.0,790.0,193.0,,,,5000.0,,9921.0,9630.0,291.0,,,,,,78282.0,73071.0,5066.0,,,,,100.0,220364.0,204956.0,15608.0,,,,300400.0,400.0,33.0,,41.0,,,,20290.0,15.0
201604,April 2016,201604,,Kenya,Makueni County,BoDytkJQ4Qi,Makueni County,KE_County_17,,8621.0,8406.0,255.0,60.0,,,600.0,100.0,42.0,41.0,1.0,,,,12.0,,788.0,758.0,,30.0,,,,,472.0,722.0,2.0,11.0,,,,22.0,667.0,1067.0,22.0,20.0,,,560.0,442.0,12293.0,10185.0,1517.0,775.0,,,560.0,175.0,15848.0,14396.0,300.0,1152.0,,,10000.0,,558.0,496.0,52.0,40.0,,,600.0,30.0
201604,April 2016,201604,,Kenya,Narok County,kqJ83J2D72s,Narok County,KE_County_33,,,,,1343.0,,,10000.0,,,,,,,,5000.0,,8200.0,8200.0,,,,,10000.0,,,,,,,,2200.0,,1000.0,941.0,59.0,,,,5000.0,,2534.0,2448.0,86.0,,,10.0,10000.0,,9050.0,17335.0,3715.0,,,,10000.0,12000.0,176.0,176.0,,,,,2000.0,
201604,April 2016,201604,,Kenya,Migori County,fVra3Pwta0Q,Migori County,KE_County_44,,404.0,81.0,50.0,,,,,,,,,,,,,,2680.0,2574.0,106.0,,,,,,456.0,276.0,180.0,,,,,,73.0,1.0,41.0,,,,,,1725.0,1325.0,400.0,,,,,,,,,,,,,,205.0,165.0,40.0,,,,,
201604,April 2016,201604,,Kenya,Bungoma County,KGHhQ5GLd4k,Bungoma County,KE_County_39,,4078.0,2877.0,1111.0,,70.0,,1120.0,,72.0,51.0,21.0,,,,2100.0,,100.0,100.0,,,,,500.0,,177.0,159.0,18.0,,,,100.0,,6311.0,6470.0,851.0,,,,,968.0,8717.0,2759.0,6308.0,,50.0,,9000.0,,31260.0,30540.0,720.0,,,,10000.0,,6194.0,6156.0,38.0,,,,1000.0,
201604,April 2016,201604,,Kenya,Kajiado County,Hsk1YV8kHkT,Kajiado County,KE_County_34,,2508.0,2516.0,170.0,,,58.0,324.0,120.0,,68.0,2.0,,,,1000.0,70.0,1000.0,100.0,,,,,,,,,1.0,,,1.0,50.0,,230.0,221.0,1.0,,,,,,1276.0,692.0,198.0,,100.0,,223.0,350.0,3379.0,2762.0,417.0,,,,,,139.0,126.0,146.0,,,13.0,372.0,120.0
201604,April 2016,201604,,Kenya,Nandi County,t0J75eHKxz5,Nandi County,KE_County_29,,2361.0,2298.0,63.0,,,,1020.0,,,,,,,,600.0,,400.0,280.0,120.0,,,,500.0,,166.0,166.0,,,,,500.0,,1190.0,1189.0,1.0,,,,,,142.0,127.0,15.0,,,,,,8544.0,1200.0,7240.0,,,,14400.0,,285.0,285.0,,,,,1440.0,
