periodid,periodname,periodcode,perioddescription,orgunitlevel1,orgunitlevel2,organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,Estimated Number of Pregnant Women,FP Attendance New clients,FP Attendance Re-visits,MOH 711 Adolescent 10-14 yrs Receiving FP Services New clients,MOH 711 Adolescent 10-14 yrs Receiving FP Services Re-visits,MOH 711 Adolescent 15-19 Yrs Receiving FP Services New clients,MOH 711 Adolescent 15-19 Yrs Receiving FP Services Re-visits,MOH 711 Adolescent 20-24 Yrs Receiving FP Services New clients,MOH 711 Adolescent 20-24 Yrs Receiving FP Services Re-visits,MOH 711 Client receiving Male condoms New clients,MOH 711 Client receiving Male condoms Re-visits,MOH 711 Clients Counselled Natural Family Planning New clients,MOH 711 Clients Counselled Natural Family Planning Re-visits,MOH 711 Clients receiving Female Condoms New clients,MOH 711 Clients receiving Female Condoms Re-visits,MOH 711 Emergency contraceptive pill New clients,MOH 711 Emergency contraceptive pill Re-visits,MOH 711 Pills Combined oral contraceptive New clients,MOH 711 Pills Combined oral contraceptive Re-visits,MOH 711 Pills progestin only New clients,MOH 711 Pills progestin only Re-visits,MOH 711 Rev 2020_Adults 25+ receiving FP Services New clients,MOH 711 Rev 2020_Adults 25+ receiving FP Services Re-visits,MOH 711 Rev 2020_Clients given cycle beads New clients,MOH 711 Rev 2020_Clients given cycle beads Re-visits,MOH 711 Rev 2020_Clients receiving post abortion FP New clients,MOH 711 Rev 2020_Clients receiving post abortion FP Re-visits,MOH 711 Rev 2020_FP Injections DMPA- IM New clients,MOH 711 Rev 2020_FP Injections DMPA- IM Re-visits,MOH 711 Rev 2020_FP Injections DMPA- SC New clients,MOH 711 Rev 2020_FP Injections DMPA- SC Re-visits,MOH 711 Rev 2020_IUCD Insertion Hormonal Ist Time Insertion,MOH 711 Rev 2020_IUCD Insertion Hormonal Re-insertion,MOH 711 Rev 2020_IUCD Insertion Non Hormonal Ist Time Insertion,MOH 711 Rev 2020_IUCD Insertion Non Hormonal Re-insertion,MOH 711 Rev 2020_Implants insertion 1 Rod Ist Time Insertion,MOH 711 Rev 2020_Implants insertion 1 Rod Re-insertion,MOH 711 Rev 2020_Implants insertion 2 Rod Ist Time Insertion,MOH 711 Rev 2020_Implants insertion 2 Rod Re-insertion,MOH 711 Rev 2020_Post parturm FP 4weeks to 6weeks New clients,MOH 711 Rev 2020_Post parturm FP 4weeks to 6weeks Re-visits,MOH 711 Rev 2020_Post parturm FP within 48 Hours New clients,MOH 711 Rev 2020_Post parturm FP within 48 Hours Re-visits,MOH 711 Rev 2020_Voluntary Surgical Contraception Vasectomy Ist Time Insertion,MOH 711 Rev 2020_Voluntary Surgical Contraception Vasectomy Re-insertion,MOH 711 Rev 2020_Voluntary surgical contraception BTL Ist Time Insertion,MOH 711 Rev 2020_Voluntary surgical contraception BTL Re-insertion,Population Growth Rate,Total Population,Women of childbearing age (15–49yrs)
2023Q2,April - June 2023,2023Q2,,Kenya,Muranga County,ahwTMNAJvrL,Muranga County,KE_County_21,,26705.83,6490,18644,6,8,374,436,1389,2969,495,211,53,,23,1,211,,1567,5014,1414,1533,3308,12657,8,,9,4,1351,6762,187,136,9,3,218,136,1636,719,871,539,1420,178,133,57,2,,10,,,1155110.31,272642.04
2023Q2,April - June 2023,2023Q2,,Kenya,Machakos County,yhCUgGcCcOo,Machakos County,KE_County_16,,36432.19,11739,42683,31,16,893,912,3495,7533,3072,6082,780,,79,213,599,,1794,3194,1243,1580,10968,22093,30,,39,10,5189,30506,109,551,45,12,266,79,1362,735,2230,1413,1004,607,161,468,,,4,,2,1557488.91,407927.39
2023Q2,April - June 2023,2023Q2,,Kenya,Busia County,Tvf1zgVZ0K4,Busia County,KE_County_40,,31250.38,4638,9956,3,9,1685,689,1400,2186,984,1435,1048,,3,,47,,701,763,115,117,1183,5718,9,,68,6,670,2181,71,118,16,9,306,84,2212,986,2756,1661,647,5,142,37,4,,18,,2.2,1004813.09,244215.92
2023Q2,April - June 2023,2023Q2,,Kenya,Tana River County,JsH2bnvNt2d,Tana River County,KE_County_4,,13964.74,1647,3174,17,15,180,189,675,848,1394,75,135,,6,0,7,,322,314,151,74,699,1410,,,8,,501,1563,9,5,5,,68,,534,163,316,109,92,,21,,,,,,,365052.86,90006.41
2023Q2,April - June 2023,2023Q2,,Kenya,Bomet County,HMNARUV2CW4,Bomet County,KE_County_36,,30241.15,4787,6504,9,29,460,352,1507,1488,724,345,570,,5,5,64,,1062,596,196,204,3216,2102,25,,6,5,210,1236,,,15,7,49,6,1853,746,2336,1618,95,43,59,135,1,,31,,2.5,981861.97,243547.75
2023Q2,April - June 2023,2023Q2,,Kenya,Kajiado County,Hsk1YV8kHkT,Kajiado County,KE_County_34,,42061.76,10782,17773,34,20,736,714,2805,4126,1098,548,745,,11,1,559,,2207,2411,1332,803,4783,11545,1,,34,,3766,10243,214,377,36,10,483,174,1882,510,1798,755,664,54,55,,1,,14,,3.67,1263124.39,342813.78
2023Q2,April - June 2023,2023Q2,,Kenya,Isiolo County,bzOfj0iwfDH,Isiolo County,KE_County_11,,7195.29,2125,2811,8,,127,158,330,870,606,760,264,,2,,41,,93,182,150,75,531,2184,,,2,,457,2215,26,58,,,22,9,370,147,203,114,70,,27,12,,,,,2.32,287173.22,65803.72
2023Q2,April - June 2023,2023Q2,,Kenya,Kwale County,N7YETT3A9r1,Kwale County,KE_County_2,,38815.66,6891,20847,8,20,651,690,1768,4540,866,410,1790,,56,3,47,,43,60,342,210,2984,13215,5,,60,,3515,16548,112,405,10,13,66,45,944,380,1571,694,1079,133,343,17,,,24,,3.6,1002963.16,237810.46
2023Q2,April - June 2023,2023Q2,,Kenya,Elgeyo Marakwet County,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,18261.97,3221,9515,3,,289,339,886,2038,406,123,1548,,,,113,,25,29,63,54,1245,6607,40,,100,,1517,7281,14,,1,,37,10,85,42,1084,673,124,4,99,28,,,26,,2.67,518801.63,122280.98
2023Q2,April - June 2023,2023Q2,,Kenya,Turkana County,kphDeKClFch,Turkana County,KE_County_23,,45411.58,6416,6546,22,18,514,366,1458,1805,1613,931,4111,,57,3,249,87,698,374,341,440,1534,2191,90,,58,24,1151,1959,96,83,3,,33,10,1366,534,252,122,977,248,1604,168,,,,,,1088678.32,242986.28
2023Q2,April - June 2023,2023Q2,,Kenya,Vihiga County,sANMZ3lpqGs,Vihiga County,KE_County_38,,19537.47,3433,10597,9,5,562,466,1246,2216,506,926,446,,5,15,77,,499,639,92,105,1802,7705,,,90,2,1568,6957,15,175,10,1,98,27,1434,812,590,591,724,76,488,41,,,16,,2.51,661242.38,156963.96
2023Q2,April - June 2023,2023Q2,,Kenya,Kakamega County,BjC1xL40gHo,Kakamega County,KE_County_37,,68933.14,14230,53273,25,16,2788,3165,4283,13548,3096,2953,4732,,62,54,246,,1865,2974,374,300,5613,34497,4,,65,,4534,34010,438,1164,84,42,397,152,2752,1578,4529,3140,2712,13,1150,289,,,12,,3.06,2108031.57,504175.7
2023Q2,April - June 2023,2023Q2,,Kenya,Homa Bay County,nK0A12Q7MvS,Homa Bay County,KE_County_43,,43939.62,23525,23705,287,56,13889,2859,3584,5656,4231,1600,3118,,141,50,237,,1305,1028,808,769,5115,17627,13,,101,8,8366,15538,433,595,28,34,466,89,5357,1083,5336,1409,1666,393,820,18,1,,80,,3.3,1286216.12,305134.02
2023Q2,April - June 2023,2023Q2,,Kenya,Taita Taveta County,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,10206.04,1599,11274,1,,127,250,443,2074,81,146,354,,5,7,61,,108,233,134,228,625,6908,,,4,,645,7227,26,177,22,2,96,54,101,59,483,326,284,22,8,,,,,,2.6,376624.15,91526.24
2023Q2,April - June 2023,2023Q2,,Kenya,Nakuru County,ob6SxuRcqU4,Nakuru County,KE_County_32,,76267.05,24207,53598,7,58,6135,2676,6150,10450,3170,3372,1730,,650,601,1367,,3817,6840,1486,1660,10228,30356,34,,128,5,6772,27500,752,888,159,46,1303,536,2967,527,5487,2793,2370,438,520,362,10,,61,,3.05,2404041.58,631863.87
2023Q2,April - June 2023,2023Q2,,Kenya,Migori County,fVra3Pwta0Q,Migori County,KE_County_44,,52868.16,26789,33650,723,75,13287,4861,7010,9850,3080,4086,2007,,104,257,890,,302,247,483,312,5207,18416,21,,106,8,9491,19212,215,245,116,55,1202,144,5341,2080,10746,4533,1941,326,864,139,11,,77,,,1297941.99,302401.5
2023Q2,April - June 2023,2023Q2,,Kenya,Kisumu County,tAbBVBbueqD,Kisumu County,KE_County_42,,44631.72,11883,25242,29,9,4545,2276,2879,4678,3934,3529,2895,,3687,5709,296,,2582,1400,903,1002,6391,8706,12,,76,44,3733,13434,376,901,51,9,491,65,3646,1439,3367,1634,1922,158,471,34,,,37,,3.1,1303832.86,328570.81
2023Q2,April - June 2023,2023Q2,,Kenya,Wajir County,CeLsrJOH0g9,Wajir County,KE_County_8,,25822.25,1593,966,1,,31,4,116,64,635,103,882,,5,,92,,91,16,102,50,301,99,68,,,,217,216,23,9,,,5,,98,15,145,8,,,92,,,,,,2.46,863278.85,179017.54
2023Q2,April - June 2023,2023Q2,,Kenya,Narok County,kqJ83J2D72s,Narok County,KE_County_33,,43833.91,9063,19659,33,8,1831,1210,2779,5936,666,312,772,,306,6,312,,122,87,259,336,3410,10815,5,,7,,4433,12058,170,444,3,3,64,48,1044,467,2923,1445,331,,109,421,,,5,,3.55,1162698.52,254304.28
2023Q2,April - June 2023,2023Q2,,Kenya,Meru County,Y52XNJ50hYb,Meru County,KE_County_12,,45523.28,13105,12841,11,6,921,448,2682,2112,6402,2031,690,,172,62,583,,609,524,764,412,5454,5412,14,,43,,3662,5923,303,247,79,46,332,133,1845,758,2120,965,701,,283,9,,,17,,2.14,1708868.17,436528.03
2023Q2,April - June 2023,2023Q2,,Kenya,Garissa County,uyOrcHZBpW0,Garissa County,KE_County_7,,46983.28,2635,2188,,,105,76,504,367,750,49,797,,,1,18,,289,130,319,186,1051,599,31,,7,,944,1768,18,5,8,9,16,3,231,102,88,15,76,36,118,22,,,,,3.5,1329666.08,298548.06
2023Q2,April - June 2023,2023Q2,,Kenya,Nyeri County,ptWVfaCIdVx,Nyeri County,KE_County_19,,18842.38,5524,19024,4,,311,233,1078,2374,725,416,145,,8,,369,,901,2840,624,976,2341,12170,,,40,,2120,8953,28,54,29,28,422,184,838,391,580,368,936,20,126,12,,,32,,1.7,826374.96,207524.44
2023Q2,April - June 2023,2023Q2,,Kenya,Siaya County,u4t9H8XyU9P,Siaya County,KE_County_41,,34254.15,8855,18975,10,4,1302,806,2321,3524,2548,4945,2225,,96,96,247,,214,158,267,235,4357,9589,1,,70,,4353,11543,165,295,31,1,169,35,829,419,2144,1171,911,103,116,29,6,,60,,2.35,1113798.5,230342.92
2023Q2,April - June 2023,2023Q2,,Kenya,Tharaka Nithi County,T4urHM47nlm,Tharaka Nithi County,KE_County_13,,12582.53,3125,14651,7,,244,369,896,2442,1409,167,691,,16,6,87,,104,155,18,69,1942,9656,,,7,,1499,11744,42,89,34,16,55,16,732,198,638,364,239,23,12,24,,,8,,2.49,436900.01,110183.13
2023Q2,April - June 2023,2023Q2,,Kenya,Lamu County,NjWSbQTwys4,Lamu County,KE_County_5,,5297.49,1695,2740,,,170,82,489,556,663,110,198,,20,,61,,48,57,116,51,942,1584,,,,,1221,1920,26,36,3,,29,7,235,71,175,89,103,2,11,15,,,,,,162499.8,37427.46
2023Q2,April - June 2023,2023Q2,,Kenya,Mandera County,R6f9znhg37c,Mandera County,KE_County_9,,33823.33,1879,588,,2,57,15,143,46,932,70,412,,476,28,16,,402,232,213,125,155,78,3,,2,,514,289,47,55,1,,,,95,13,163,33,14,6,,,,,,,3,988993.43,195635.01
2023Q2,April - June 2023,2023Q2,,Kenya,West Pokot County,XWALbfAPa6n,West Pokot County,KE_County_24,,33128.24,4683,5770,14,17,718,546,1334,1620,1161,490,755,,10,4,61,,699,347,111,198,1518,2485,6,,11,,1740,3696,24,22,10,1,65,4,1100,271,694,218,139,,48,8,,,40,,4.14,736182.06,161696.99
2023Q2,April - June 2023,2023Q2,,Kenya,Kisii County,sPkRcDvhGWA,Kisii County,KE_County_45,,42503.55,14242,19574,39,1,4648,1378,3033,4177,4240,4823,1950,,173,113,152,,886,722,446,382,4396,9904,62,,50,24,4841,10193,118,201,74,45,397,146,3618,595,2587,1336,810,22,58,35,3,,61,,,1416790.38,334152.51
2023Q2,April - June 2023,2023Q2,,Kenya,Kilifi County,nrI2khZx3d0,Kilifi County,KE_County_3,,58909.6,11581,30215,23,12,3668,1912,3024,7029,1288,720,1269,,20,25,233,27,1698,3193,710,644,4500,20654,,,57,,4994,19031,22,70,18,4,271,46,3985,1249,1912,882,1582,23,274,19,,,21,,3.4,1664158.66,409779.32
2023Q2,April - June 2023,2023Q2,,Kenya,Embu County,PFu8alU2KWG,Embu County,KE_County_14,,16677.31,2720,19683,3,3,250,561,678,3571,371,401,331,,1,1,37,,46,268,595,728,1183,13842,,,5,,1148,14386,121,137,11,20,144,100,560,331,730,816,963,13,168,80,,,3,,1.8,667155.18,170959.62
2023Q2,April - June 2023,2023Q2,,Kenya,Bungoma County,KGHhQ5GLd4k,Bungoma County,KE_County_39,,66011.15,11378,32976,44,14,1908,1938,3289,6930,2023,2208,1772,,96,60,398,,194,150,328,352,3980,19426,5,,297,,4025,20376,25,59,29,11,248,67,2222,1189,3719,1949,2435,194,843,144,9,,33,,2.83,1904249.88,448994.88
2023Q2,April - June 2023,2023Q2,,Kenya,Uasin Gishu County,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,41387.61,8278,21395,19,2,567,525,2273,4573,1805,4140,2034,,25,41,53,,794,1004,507,380,5507,13351,12,,77,53,3444,10795,577,692,127,106,654,106,2464,953,1882,1073,1166,9,339,86,,,11,,3.1,1309718.73,356418.51
2023Q2,April - June 2023,2023Q2,,Kenya,Nandi County,t0J75eHKxz5,Nandi County,KE_County_29,,27486.69,6380,16639,12,3,621,796,1935,4354,540,439,1752,,,,601,,796,1065,362,349,3394,17211,,,24,,3700,16985,9,4,5,1,88,36,1639,830,993,592,483,5,107,8,,,10,,,981663.51,245288.98
2023Q2,April - June 2023,2023Q2,,Kenya,Laikipia County,xuFdFy6t9AH,Laikipia County,KE_County_31,,18507.3,4288,12977,55,7,403,391,1150,2713,302,308,789,,51,,59,,680,1960,532,721,2415,9056,121,,8,,2092,7605,7,68,5,1,128,66,961,364,606,389,556,,44,45,4,,3,,2.97,585680.4,140562.9
2023Q2,April - June 2023,2023Q2,,Kenya,Trans Nzoia County,mThvosEflAU,Trans Nzoia County,KE_County_26,,34424.69,8929,25663,22,12,1257,1463,2830,6484,1274,1265,2466,,27,14,294,,1397,2022,363,404,4115,17574,,,85,,3201,17706,89,88,18,19,318,102,2087,938,2063,1299,1062,14,323,57,,,5,,2.97,1114095.68,268096.49
2023Q2,April - June 2023,2023Q2,,Kenya,Baringo County,vvOK1BxTbet,Baringo County,KE_County_30,,24985.55,3868,7880,19,9,407,299,1081,1771,1206,1639,353,,16,8,468,,143,158,173,104,1518,4251,,,4,,1744,5951,2,25,8,9,86,13,1188,463,372,285,189,28,65,,,,1,,2.85,754855.9,171601.86
2023Q2,April - June 2023,2023Q2,,Kenya,Nairobi County,jkG3zaihdSs,Nairobi County,KE_County_47,,169383.93,30571,62427,74,77,7364,3119,9402,15029,12949,14152,5686,,1293,1129,1126,,10937,12632,4070,3888,16679,40834,38,,796,13,9617,22359,938,1301,283,66,3150,1136,6085,2266,8578,4094,8915,649,1648,285,26,,91,,,4996654.54,1607175.78
2023Q2,April - June 2023,2023Q2,,Kenya,Kirinyaga County,Ulj33KBau7V,Kirinyaga County,KE_County_20,,14477.34,3743,22052,1,1,328,655,1031,4040,240,367,49,,10,1,165,,520,3681,659,1250,1997,16435,5,,72,1,1338,12774,51,87,6,2,390,192,777,469,1030,560,1060,41,26,67,,,,,,661025.97,176176.33
2023Q2,April - June 2023,2023Q2,,Kenya,Samburu County,o36zCRjSd4G,Samburu County,KE_County_25,,13510.98,2549,4355,25,22,313,254,703,1240,1004,438,214,,3,1,161,,95,190,70,91,923,2242,12,,7,22,1338,3527,16,18,11,,24,16,705,334,153,103,15,,14,27,,,,,3,348321.69,74597.62
2023Q2,April - June 2023,2023Q2,,Kenya,Kericho County,ihZsJ8alvtb,Kericho County,KE_County_35,,30220.2,7654,11087,31,12,640,273,1718,1263,179,206,235,,4,,70,,63,56,401,566,4087,3243,,,21,4,1806,3385,289,153,124,40,199,91,1841,779,1650,912,304,70,34,,,,33,,2.85,1011488.8,256541.15
2024Q2,April - June 2024,2024Q2,,Kenya,Embu County,PFu8alU2KWG,Embu County,KE_County_14,,17131,2818,18391,3,2,286,486,784,3488,1059,321,196,,1,7,131,238,746,2934,701,756,1264,13250,,,17,,916,9326,380,1960,14,33,165,225,267,199,715,757,1070,20,75,,,,5,,,685240,175593
2024Q2,April - June 2024,2024Q2,,Kenya,Muranga County,ahwTMNAJvrL,Muranga County,KE_County_21,,25812,6809,17401,4,12,433,508,1654,2740,531,574,97,,12,5,421,165,1290,3941,1065,1253,3968,11461,5,,20,,1311,6620,463,1739,79,18,216,76,1125,476,938,528,1050,24,59,119,,,22,,,1182814,280830
2024Q2,April - June 2024,2024Q2,,Kenya,Marsabit County,Eey8fT4Im3y,Marsabit County,KE_County_10,,17847,1137,2456,,,71,57,248,414,62,41,179,,2,4,41,2,173,206,59,14,447,1199,,,19,,668,1718,4,20,,,5,1,173,27,128,26,25,,22,10,,,,,,539203,117859
2024Q2,April - June 2024,2024Q2,,Kenya,Kirinyaga County,Ulj33KBau7V,Kirinyaga County,KE_County_20,,14825,3536,26377,24,14,385,981,1189,5189,391,473,278,,15,4,188,384,835,7649,695,1335,2062,18313,,,12,,1173,12407,115,870,11,4,329,196,607,365,731,672,1252,,29,,,,2,,,676955,180420
2024Q2,April - June 2024,2024Q2,,Kenya,Nyandarua County,mYZacFNIB3h,Nyandarua County,KE_County_18,,18246,4445,12549,13,5,261,249,1320,2340,702,410,91,,5,3,241,97,906,1513,765,1170,2503,8578,1,,27,,1508,7604,29,100,26,10,179,124,731,202,745,332,856,33,143,26,,,1,,,716514,178030
2024Q2,April - June 2024,2024Q2,,Kenya,Lamu County,NjWSbQTwys4,Lamu County,KE_County_5,,5480,1389,3564,12,,104,103,357,702,122,154,32,,1,12,48,4,382,565,200,134,497,2054,1,,2,,769,2252,31,4,3,,10,3,140,36,201,61,107,,3,,,,1,,,168110,38721
2019Q1,January - March 2019,2019Q1,,Kenya,Nyandarua County,mYZacFNIB3h,Nyandarua County,KE_County_18,,19275,7232,12936,11,17,466,537,1094,1742,1355,38,3,,62,,260,236,1138,1921,515,532,,,,,,,,,,,,,,,,,,,,,,,,,,,1.68,730558,184218
2019Q1,January - March 2019,2019Q1,,Kenya,Busia County,Tvf1zgVZ0K4,Busia County,KE_County_40,,33360,4630,5143,26,12,1682,293,1387,1205,552,71,20,,47,9,76,31,769,443,69,33,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22,881878,201282
2019Q1,January - March 2019,2019Q1,,Kenya,Tana River County,JsH2bnvNt2d,Tana River County,KE_County_4,,14735,1332,1443,6,4,171,130,550,600,260,12,,,8,,6,3,23,6,36,19,,,,,,,,,,,,,,,,,,,,,,,,,,,3.15,334581,71266
2019Q1,January - March 2019,2019Q1,,Kenya,West Pokot County,XWALbfAPa6n,West Pokot County,KE_County_24,,30881,4251,3402,27,25,372,149,761,409,320,6,5,,2,,13,10,168,77,28,6,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,715428,172139
2020Q1,January - March 2020,2020Q1,,Kenya,Embu County,PFu8alU2KWG,Embu County,KE_County_14,,15561,4152,15867,2,1,281,364,1022,2587,155,36,6,,26,3,81,80,793,3707,634,566,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,622993,159579
2020Q1,January - March 2020,2020Q1,,Kenya,Lamu County,NjWSbQTwys4,Lamu County,KE_County_5,,4847,1598,2731,6,2,96,74,445,637,481,4,5,,32,,41,10,322,482,48,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,148523,33620
2020Q1,January - March 2020,2020Q1,,Kenya,Kirinyaga County,Ulj33KBau7V,Kirinyaga County,KE_County_20,,13640,4583,20646,5,3,354,518,1096,2838,463,65,4,,39,2,195,81,1193,6833,1041,1304,,,,,,,51,59,,,3,1,2,1,,,11,7,,,,,,,,,1.99,622651,165992
2020Q1,January - March 2020,2020Q1,,Kenya,Kisii County,sPkRcDvhGWA,Kisii County,KE_County_45,,39192,12687,11801,153,98,2405,825,4023,3142,4440,1080,2,,298,18,437,109,1599,1507,319,129,,,,,,,,,,,,,,,,,,,,,,,,,,,2.15,1304330,307797
2021Q1,January - March 2021,2021Q1,,Kenya,Lamu County,NjWSbQTwys4,Lamu County,KE_County_5,,4996,1265,1646,1,,78,38,347,361,224,39,87,,100,,31,,406,549,115,99,609,1146,,,3,,467,1025,17,10,4,7,27,2,132,21,289,96,21,,4,,,,,,2.5,153088,34653
2021Q1,January - March 2021,2021Q1,,Kenya,Taita Taveta County,QyGNX2DpR4h,Taita Taveta County,KE_County_6,,9716,1320,3665,2,1,50,65,306,550,1740,8308,41,,,,43,5,119,339,12,31,823,1835,1,,1,5,378,2371,281,204,,,42,29,74,15,260,125,20,20,3,,,,,,,358547,87050
2021Q1,January - March 2021,2021Q1,,Kenya,Kirinyaga County,Ulj33KBau7V,Kirinyaga County,KE_County_20,,13920,3275,25556,12,79,322,674,839,4771,509,391,188,,7,10,137,260,840,7524,883,1814,1602,18740,2,,113,,1056,11435,22,142,18,6,437,152,153,54,1345,690,1574,16,59,51,,,9,,1.52,635496,169417
2021Q1,January - March 2021,2021Q1,,Kenya,Kajiado County,Hsk1YV8kHkT,Kajiado County,KE_County_34,,39573,11627,17836,38,13,798,408,2680,3186,1133,784,729,,17,1,627,325,2038,2433,1343,1033,5138,8668,3,,30,,5396,10860,118,206,88,12,599,216,1900,496,578,186,817,14,56,,,,20,,3.6,1188533,322477
2021Q1,January - March 2021,2021Q1,,Kenya,Makueni County,BoDytkJQ4Qi,Makueni County,KE_County_17,,24031,12170,25024,7,2,390,467,1676,4505,363,612,384,,26,19,259,565,1666,2796,426,1548,3736,18062,6,,40,22,3236,17157,66,401,54,34,215,39,122,95,1884,1589,582,,278,166,,,29,,1.16,1023000,239352
2021Q1,January - March 2021,2021Q1,,Kenya,Laikipia County,xuFdFy6t9AH,Laikipia County,KE_County_31,,17461,4159,10898,6,4,341,279,1135,2032,990,721,402,,10,,147,127,698,1995,409,398,2062,7149,1,,17,,1571,5833,54,143,20,27,297,117,724,221,621,242,619,1,41,,,,40,,2.9,553156,132703
2022Q1,January - March 2022,2022Q1,,Kenya,Muranga County,ahwTMNAJvrL,Muranga County,KE_County_21,,26954,6271,12130,10,6,287,393,1161,3453,738,393,40,,2,2,345,,1100,2677,806,974,2610,7324,,,4,,1031,4646,28,96,40,20,315,130,142,92,1062,550,797,2,16,11,,,18,,,1129488,268742
2022Q1,January - March 2022,2022Q1,,Kenya,Kericho County,ihZsJ8alvtb,Kericho County,KE_County_35,,29426,8254,10424,231,79,816,397,1932,1405,830,533,608,,32,6,58,,1193,636,696,377,4048,1345,5,,10,,1447,2834,253,113,40,11,270,51,1228,108,2548,1045,270,1,16,3,,,11,,2.5,985745,249744
2022Q1,January - March 2022,2022Q1,,Kenya,Kiambu County,qKzosKQPl6G,Kiambu County,KE_County_22,,68245,27338,43995,12,8,1472,1709,7066,8104,5994,2586,1155,,64,32,1820,,5984,12106,4148,4484,14117,27025,10,,165,,7007,15219,236,363,189,38,1792,553,1066,280,4511,2014,3778,35,271,122,1,,51,,2.5,2609359,773013
2022Q1,January - March 2022,2022Q1,,Kenya,Bomet County,HMNARUV2CW4,Bomet County,KE_County_36,,29444,7130,22022,14,5,716,960,2617,5595,1912,2083,731,,4,,39,,650,529,348,408,6936,5195,21,,,,4279,18211,11,42,3,,128,8,315,150,1533,677,181,134,27,,,,40,,2.58,955969,236968
2022Q1,January - March 2022,2022Q1,,Kenya,Makueni County,BoDytkJQ4Qi,Makueni County,KE_County_17,,24985,8123,31420,5,10,399,568,1564,4628,561,761,571,,,19,145,,1770,4045,248,616,3549,20233,4,,24,,3093,19988,51,156,18,19,182,70,27,27,1441,1257,660,8,275,274,,,36,,1.2,1053713,243688
2022Q1,January - March 2022,2022Q1,,Kenya,Nyandarua County,mYZacFNIB3h,Nyandarua County,KE_County_18,,17327,5574,12328,,,376,426,1435,2720,616,218,86,,16,4,261,,1241,2652,271,280,2658,7364,12,,15,2,2253,6940,53,61,14,7,481,175,44,17,984,301,561,36,15,,,,10,,1.11,683075,169453
2022Q1,January - March 2022,2022Q1,,Kenya,Uasin Gishu County,pZqQRRW7PHP,Uasin Gishu County,KE_County_27,,40227,11066,22103,14,7,912,696,2652,4540,942,311,1947,,4,7,157,,2062,2788,785,498,4979,13525,18,,254,,4632,12535,40,107,87,78,846,185,581,200,4609,1571,983,34,235,65,,,12,,,1274203,346824
2022Q1,January - March 2022,2022Q1,,Kenya,Elgeyo Marakwet County,MqnLxQBigG0,Elgeyo Marakwet County,KE_County_28,,17668,3787,6733,8,,407,305,999,1853,506,953,1745,,54,1,56,,443,568,58,22,1544,4898,34,,26,,1832,5194,,,1,17,32,35,56,72,1186,524,136,8,65,1,,,23,,2.95,503019,118538
2022Q1,January - March 2022,2022Q1,,Kenya,Vihiga County,sANMZ3lpqGs,Vihiga County,KE_County_38,,19810,5803,10581,39,58,1528,842,1515,1978,1399,245,224,,52,143,30,,598,836,326,346,3007,5983,48,,63,,1921,5379,188,510,68,27,302,77,1008,496,1709,961,735,10,330,25,,,21,,2.41,647591,152137
2022Q1,January - March 2022,2022Q1,,Kenya,Turkana County,kphDeKClFch,Turkana County,KE_County_23,,43837,5388,6335,35,24,463,327,1223,1408,1402,183,3935,,23,1,65,,626,256,124,72,1278,1732,79,,49,,1509,2301,73,65,,2,15,,283,92,573,146,509,,1079,18,,,2,,,1049168,233864
2022Q1,January - March 2022,2022Q1,,Kenya,Migori County,fVra3Pwta0Q,Migori County,KE_County_44,,51013,15690,25896,208,50,5411,2934,4415,6977,1527,1209,4516,,96,37,135,,827,1269,201,252,4670,14206,43,,119,,7294,15268,307,253,156,53,928,269,1891,579,6102,3709,2047,,750,41,12,,62,,1.04,1252042,292922
2022Q1,January - March 2022,2022Q1,,Kenya,Kilifi County,nrI2khZx3d0,Kilifi County,KE_County_3,,57052,13544,31584,11,3,2379,1649,3765,7548,1013,1143,2058,,52,20,197,,3032,3703,712,640,6059,21152,10,,118,6,5168,19935,52,194,38,25,421,103,1137,422,5257,1954,1209,51,384,58,,,21,,3.3,1613325,397205
2022Q1,January - March 2022,2022Q1,,Kenya,Lamu County,NjWSbQTwys4,Lamu County,KE_County_5,,6810,1636,1576,1,1,75,56,295,318,196,97,140,,4,,32,,408,468,53,17,552,944,23,,6,,906,1311,10,,1,,16,4,25,2,260,77,39,,30,7,,,,,,208700,47985
2022Q1,January - March 2022,2022Q1,,Kenya,Tana River County,JsH2bnvNt2d,Tana River County,KE_County_4,,11813,1470,3336,3,,187,138,572,888,643,178,433,,72,2,8,,284,445,64,34,679,1742,7,,8,,706,2095,9,3,15,,36,6,107,18,380,178,100,4,19,38,,,1,,,352891,84509
2022Q1,January - March 2022,2022Q1,,Kenya,Narok County,kqJ83J2D72s,Narok County,KE_County_33,,48641,13074,7264,36,11,848,459,1702,1688,1994,602,389,,19,41,193,,752,675,264,233,2698,3339,3,,6,,1337,2668,23,24,50,29,49,33,2250,652,1447,598,177,,56,5,,,39,,3.65,1293706,284507
